ValuationDate,SchemeName,ISIN,NAV,AUM_Cr
2025-11-02,Liquid Ultra Fund,INF78484507,1371.5224,2307.41
2025-11-19,Arbitrage Edge Fund,INF56333308,1480.5625,3034.94
2025-11-18,Dynamic Asset Allocator,INF94064009,1759.3641,3120.37
2025-11-15,Arbitrage Edge Fund,INF90505300,1047.592,3812.72
2025-11-08,Alpha Equity Fund - Regular,INF87106701,1813.2165,1608.18
2025-11-10,Alpha Equity Fund - Regular,INF43001902,500.5491,4450.4
2025-11-04,Overnight Fund,INF27416503,466.6442,1399.67
2025-10-22,Alpha Equity Fund - Regular,INF18405804,1034.775,3309.64
2025-11-07,Balanced Advantage Fund,INF69792005,1557.7519,1090.1
2025-10-26,Balanced Advantage Fund,INF68444606,1605.5345,4478.22
2025-10-26,Short Term Debt Fund,INF38458207,1681.0845,2028.91
2025-11-14,Short Term Debt Fund,INF12160108,1444.9151,589.4
2025-11-03,Dynamic Asset Allocator,INF12610409,37.0264,3671.43
2025-11-14,Alpha Equity Fund - Regular,INF70737700,195.1128,4676.38
2025-11-24,Alpha Equity Fund - Regular,INF56592301,696.2362,622.38
2025-11-12,Balanced Advantage Fund,INF13075602,1056.1565,3065.71
2025-11-25,Dynamic Asset Allocator,INF18925803,275.4787,1217.75
2025-11-23,Overnight Fund,INF19577604,762.6238,1508.97
2025-11-18,Alpha Equity Fund - Regular,INF28826005,1149.7014,1871.2
2025-11-20,Alpha Equity Fund - Regular,INF51544306,1407.5058,3322.6
2025-10-29,Alpha Equity Fund - Regular,INF70667007,13.8901,4582.44
2025-10-27,Balanced Advantage Fund,INF43342608,1670.9635,670.32
2025-11-18,Dynamic Asset Allocator,INF97961209,1140.6308,1487.27
2025-11-03,Overnight Fund,INF72112000,1288.4358,4159.68
2025-11-08,Alpha Equity Fund - Regular,INF66883301,454.0425,615.58
2025-11-18,Arbitrage Edge Fund,INF52071002,813.6831,530.74
2025-11-13,Dynamic Asset Allocator,INF85312903,619.8289,4999.34
2025-10-27,Alpha Equity Fund - Regular,INF42915404,219.5342,3519.41
2025-11-26,Balanced Advantage Fund,INF99210105,1585.9822,998.4
2025-11-01,Overnight Fund,INF19624906,177.1427,1679.6
2025-11-11,Overnight Fund,INF89032507,1818.4948,3143.77
2025-11-08,Liquid Ultra Fund,INF56279908,1106.1863,2158.98
2025-11-24,Overnight Fund,INF54488809,15.0497,3199.07
2025-11-18,Balanced Advantage Fund,INF39727700,1454.9369,389.54
2025-11-13,Short Term Debt Fund,INF35622001,132.5418,583.57
2025-11-24,Arbitrage Edge Fund,INF87417402,1488.401,2087.22
2025-10-21,Dynamic Asset Allocator,INF87612803,431.7553,2262.79
2025-10-28,Short Term Debt Fund,INF98842404,132.879,3614.24
2025-10-24,Dynamic Asset Allocator,INF46025405,223.9856,207.96
2025-10-25,Overnight Fund,INF31446406,1570.3496,1858.46
2025-11-11,Overnight Fund,INF67976407,264.0775,3215.24
2025-11-12,Balanced Advantage Fund,INF34422608,853.3379,1593.88
2025-11-02,Arbitrage Edge Fund,INF12192709,1182.4269,4606.64
2025-11-18,Alpha Equity Fund - Regular,INF47208100,473.869,4993.22
2025-11-13,Overnight Fund,INF41362001,1061.8416,148.66
2025-11-01,Alpha Equity Fund - Regular,INF83524002,1639.4929,1919.45
2025-10-22,Alpha Equity Fund - Regular,INF28019703,1234.4528,440.82
2025-11-07,Short Term Debt Fund,INF86101704,1773.0735,3230.92
2025-10-21,Liquid Ultra Fund,INF55711405,516.7724,3676.23
2025-10-28,Arbitrage Edge Fund,INF23056506,1378.6483,1004.66
2025-10-23,Alpha Equity Fund - Regular,INF38460107,161.7879,371.09
2025-11-07,Short Term Debt Fund,INF23567308,1571.1125,308.59
2025-10-29,Arbitrage Edge Fund,INF56804509,18.8506,2363.1
2025-11-14,Balanced Advantage Fund,INF87511700,774.1748,2322.71
2025-11-15,Dynamic Asset Allocator,INF11477601,1495.2621,2580.42
2025-11-12,Balanced Advantage Fund,INF42215202,1457.4947,153.65
2025-11-13,Overnight Fund,INF95625103,314.4817,1343.35
2025-10-28,Balanced Advantage Fund,INF99009204,427.6544,2631.2
2025-11-05,Liquid Ultra Fund,INF79230605,227.3335,2151.23
2025-11-24,Liquid Ultra Fund,INF26713406,866.2006,2988.9
2025-11-08,Alpha Equity Fund - Regular,INF39346607,1841.2436,2514.1
2025-11-13,Dynamic Asset Allocator,INF14062508,1080.7263,760.32
2025-11-16,Alpha Equity Fund - Regular,INF54526409,179.533,649.3
2025-11-24,Balanced Advantage Fund,INF69731200,312.0464,1031.31
2025-10-25,Overnight Fund,INF30733101,1709.3265,2387.69
2025-10-24,Alpha Equity Fund - Regular,INF84761002,901.2734,3343.84
2025-11-19,Arbitrage Edge Fund,INF86148703,215.7685,3088.99
2025-10-23,Liquid Ultra Fund,INF83764404,1758.0728,4763.39
2025-11-14,Alpha Equity Fund - Regular,INF37436505,302.1395,390.21
2025-11-15,Liquid Ultra Fund,INF96655506,513.5101,421.62
2025-10-25,Short Term Debt Fund,INF28135907,22.9884,4972.03
2025-11-20,Liquid Ultra Fund,INF66604308,791.0309,430.88
2025-11-12,Dynamic Asset Allocator,INF85014409,1413.3436,1484.59
2025-10-21,Alpha Equity Fund - Regular,INF77884200,905.1048,2926.12
2025-10-30,Liquid Ultra Fund,INF71646801,1099.1208,4521.18
2025-11-16,Arbitrage Edge Fund,INF77360202,920.069,2856.96
2025-11-22,Alpha Equity Fund - Regular,INF15016003,1399.3168,1068.52
2025-11-08,Arbitrage Edge Fund,INF92405804,1402.3768,2831.66
2025-10-23,Short Term Debt Fund,INF84188305,1117.4904,1375.45
2025-11-26,Arbitrage Edge Fund,INF98003406,1927.2961,2992.52
2025-11-05,Alpha Equity Fund - Regular,INF42438807,1336.0185,2117.11
2025-11-04,Short Term Debt Fund,INF41352308,354.0541,1179.12
2025-11-14,Short Term Debt Fund,INF79812909,1022.716,932.47
2025-11-23,Balanced Advantage Fund,INF26182100,1101.4035,1059.65
2025-10-22,Short Term Debt Fund,INF16171301,1901.0827,1292.99
2025-11-03,Short Term Debt Fund,INF70069302,1133.5235,4634.09
2025-11-01,Short Term Debt Fund,INF53436403,1140.7462,929.32
2025-11-08,Short Term Debt Fund,INF42084504,296.4473,3100.12
2025-10-24,Overnight Fund,INF57849005,416.6896,2322.93
2025-11-19,Overnight Fund,INF77865306,423.0085,85.28
2025-11-05,Dynamic Asset Allocator,INF11488607,1883.0321,4613.77
2025-11-24,Liquid Ultra Fund,INF11585808,1825.7807,632.98
2025-10-24,Short Term Debt Fund,INF32637009,865.2884,4095.72
2025-11-06,Overnight Fund,INF42106400,1145.6663,79.59
2025-10-30,Alpha Equity Fund - Regular,INF40223301,1392.3729,4898.87
2025-10-29,Liquid Ultra Fund,INF78211802,501.9601,2322.4
2025-11-10,Alpha Equity Fund - Regular,INF33671603,744.8776,3794.21
2025-11-24,Short Term Debt Fund,INF88305904,1068.9759,4654.1
2025-10-25,Balanced Advantage Fund,INF86821205,1192.1125,4831.64
2025-11-14,Dynamic Asset Allocator,INF91199106,1371.7131,831.84
2025-11-25,Balanced Advantage Fund,INF32021507,1163.2853,4895.2
2025-11-25,Balanced Advantage Fund,INF86218408,1005.5515,2541.57
2025-11-09,Alpha Equity Fund - Regular,INF68191709,1749.9727,2682.68
2025-11-19,Dynamic Asset Allocator,INF18086600,1643.5445,3284.9
2025-11-23,Liquid Ultra Fund,INF54972601,1346.8001,1401.32
2025-11-17,Balanced Advantage Fund,INF34898502,1998.0951,3119.8
2025-11-24,Short Term Debt Fund,INF85054403,1908.388,2266.67
2025-10-28,Balanced Advantage Fund,INF84515504,325.5102,4214.47
2025-11-22,Liquid Ultra Fund,INF70628805,605.7788,3760.3
2025-10-28,Short Term Debt Fund,INF17306806,1002.467,1849.84
2025-11-16,Overnight Fund,INF53222807,1205.1576,3634.75
2025-11-25,Alpha Equity Fund - Regular,INF74040108,1949.6377,3050.74
2025-11-20,Dynamic Asset Allocator,INF62369609,509.142,238.64
2025-10-25,Arbitrage Edge Fund,INF95568400,230.1446,3565.1
2025-11-15,Balanced Advantage Fund,INF25704201,769.5203,1364.03
2025-11-12,Overnight Fund,INF28552602,1898.8252,1708.79
2025-11-26,Dynamic Asset Allocator,INF31736203,701.1912,3896.94
2025-11-07,Alpha Equity Fund - Regular,INF87706904,401.0412,186.45
2025-11-07,Arbitrage Edge Fund,INF39462705,1862.5898,1812.68
2025-11-16,Liquid Ultra Fund,INF32892406,551.2264,4932.5
2025-11-10,Arbitrage Edge Fund,INF84905007,334.7561,3668.78
2025-10-24,Alpha Equity Fund - Regular,INF50380208,608.7287,2128.93
2025-10-22,Overnight Fund,INF68122809,1520.9836,4704.91
2025-11-04,Arbitrage Edge Fund,INF96690100,1921.046,1141.63
2025-11-01,Short Term Debt Fund,INF41349301,1324.5089,1242.69
2025-11-18,Liquid Ultra Fund,INF15826902,1736.8522,1188.45
2025-11-08,Dynamic Asset Allocator,INF63272103,13.1277,3016.65
2025-11-25,Short Term Debt Fund,INF28676004,611.2411,2230.77
2025-10-26,Dynamic Asset Allocator,INF91450005,1894.2572,911.02
2025-11-20,Overnight Fund,INF42963506,1843.5404,3848.9
2025-11-03,Overnight Fund,INF25209507,276.8521,2430.54
2025-11-18,Liquid Ultra Fund,INF57043908,804.9076,1146.88
2025-10-24,Balanced Advantage Fund,INF94664409,1549.5652,4513.18
2025-11-22,Dynamic Asset Allocator,INF42749600,1083.7197,300.17
2025-10-28,Overnight Fund,INF29978001,138.8095,2884.93
2025-10-26,Alpha Equity Fund - Regular,INF30251102,1973.4359,2847.17
2025-11-04,Balanced Advantage Fund,INF23219003,496.5683,4087.66
2025-11-10,Alpha Equity Fund - Regular,INF82667104,637.1891,1557.82
2025-10-30,Balanced Advantage Fund,INF78129505,376.3911,3158.08
2025-11-01,Dynamic Asset Allocator,INF87538606,1077.6994,1050.56
2025-10-27,Liquid Ultra Fund,INF64202407,1990.6897,1203.3
2025-10-25,Dynamic Asset Allocator,INF50289908,658.6786,3947.19
2025-10-21,Balanced Advantage Fund,INF78366309,821.7767,2579.13
2025-11-10,Balanced Advantage Fund,INF25357500,1434.0748,2988.54
2025-11-12,Alpha Equity Fund - Regular,INF72833401,1715.1892,3081.12
2025-10-27,Dynamic Asset Allocator,INF72592402,1048.8572,4019.92
2025-11-06,Overnight Fund,INF13104403,559.9754,1728.43
2025-11-24,Alpha Equity Fund - Regular,INF34688504,663.2485,130.73
2025-11-08,Liquid Ultra Fund,INF59948705,1862.8122,2164.17
2025-11-01,Dynamic Asset Allocator,INF69004906,1343.9323,3383.41
2025-10-27,Arbitrage Edge Fund,INF63599007,1192.5393,4333.45
2025-11-09,Dynamic Asset Allocator,INF45293808,1946.7834,1808.25
2025-11-19,Arbitrage Edge Fund,INF72630509,690.0116,3846.7
2025-11-26,Overnight Fund,INF51570600,1928.8248,2697.01
2025-11-11,Balanced Advantage Fund,INF35251201,1619.7821,3224.32
2025-11-01,Balanced Advantage Fund,INF19749702,456.8443,3393.02
2025-11-23,Arbitrage Edge Fund,INF49620203,980.1819,438.33
2025-11-15,Liquid Ultra Fund,INF89672604,1738.4543,4540.72
2025-11-12,Arbitrage Edge Fund,INF47214405,1050.9542,3502.46
2025-10-29,Balanced Advantage Fund,INF56772406,867.8094,2716.0
2025-10-25,Balanced Advantage Fund,INF17301607,26.4082,3961.78
2025-11-07,Liquid Ultra Fund,INF73699008,1464.6312,1878.14
2025-11-04,Alpha Equity Fund - Regular,INF78125409,400.3642,112.6
2025-11-19,Overnight Fund,INF14019700,1752.5075,2982.43
2025-10-27,Dynamic Asset Allocator,INF85403301,1338.4403,2501.1
2025-11-14,Liquid Ultra Fund,INF74893202,1641.3029,2473.63
2025-11-19,Alpha Equity Fund - Regular,INF43468203,1279.3921,2227.88
2025-11-09,Dynamic Asset Allocator,INF52668104,697.3295,4696.16
2025-11-02,Short Term Debt Fund,INF19165305,832.4677,3592.34
2025-11-19,Liquid Ultra Fund,INF23456006,1434.7438,1961.83
2025-10-26,Liquid Ultra Fund,INF85060707,1285.3798,315.93
2025-11-25,Dynamic Asset Allocator,INF39813708,279.3073,967.47
2025-11-06,Dynamic Asset Allocator,INF10350109,970.5235,4398.71
2025-11-10,Liquid Ultra Fund,INF81688700,1367.7331,1219.69
2025-11-21,Arbitrage Edge Fund,INF12874601,1136.0057,358.13
2025-11-06,Liquid Ultra Fund,INF53117002,1008.9071,957.94
2025-11-23,Short Term Debt Fund,INF27620803,1582.4688,2604.31
2025-11-11,Liquid Ultra Fund,INF55844004,1748.5783,1758.11
2025-10-22,Alpha Equity Fund - Regular,INF68658805,1287.6319,2103.78
2025-10-25,Short Term Debt Fund,INF63829706,275.9162,2751.18
2025-11-11,Overnight Fund,INF57797407,1648.0017,1146.3
2025-11-04,Balanced Advantage Fund,INF10789008,1675.0715,1776.76
2025-10-23,Dynamic Asset Allocator,INF12432109,1281.2265,3639.49
2025-11-13,Balanced Advantage Fund,INF66948200,1730.2857,1227.47
2025-11-03,Dynamic Asset Allocator,INF39246101,1791.2268,3514.09
2025-10-21,Dynamic Asset Allocator,INF42427402,1999.2162,393.56
2025-10-30,Liquid Ultra Fund,INF27095303,300.2756,2005.42
2025-11-24,Liquid Ultra Fund,INF48972204,926.1123,3787.75
2025-11-23,Arbitrage Edge Fund,INF33808905,96.7959,3289.99
2025-10-31,Short Term Debt Fund,INF77960306,1071.2262,1725.57
2025-11-25,Liquid Ultra Fund,INF97917007,807.7376,2286.85
2025-11-09,Liquid Ultra Fund,INF53701808,139.8925,2776.48
2025-11-20,Liquid Ultra Fund,INF54460109,483.1138,4554.71
2025-11-12,Overnight Fund,INF87573100,1136.9822,3850.11
2025-11-11,Liquid Ultra Fund,INF43941601,1066.2731,1493.13
2025-10-28,Dynamic Asset Allocator,INF16452602,1812.0495,4104.28
2025-10-22,Overnight Fund,INF49677403,1479.8303,2211.87
2025-11-26,Alpha Equity Fund - Regular,INF85197004,1019.3733,1670.32
2025-11-02,Short Term Debt Fund,INF10734405,1057.3899,2511.72
2025-11-08,Dynamic Asset Allocator,INF41026006,1247.6978,2367.61
2025-11-07,Dynamic Asset Allocator,INF33391407,809.244,2594.96
2025-10-21,Dynamic Asset Allocator,INF14921508,1483.909,694.12
2025-11-07,Arbitrage Edge Fund,INF69252009,502.9232,271.41
2025-10-27,Alpha Equity Fund - Regular,INF84879900,24009.1207,3518.67
2025-11-15,Balanced Advantage Fund,INF95732601,78.9749,111.31
2025-10-26,Balanced Advantage Fund,INF28390002,271.018,3972.52
2025-11-20,Liquid Ultra Fund,INF68139603,225.1258,3967.57
2025-11-09,Liquid Ultra Fund,INF99862104,1333.8962,3652.96
2025-11-13,Overnight Fund,INF40451205,18.3185,2398.04
2025-11-24,Dynamic Asset Allocator,INF39277706,1830.1754,3681.3
2025-11-13,Dynamic Asset Allocator,INF40260907,1989.5328,471.51
2025-10-29,Arbitrage Edge Fund,INF56314208,1574.1899,1690.39
2025-10-22,Arbitrage Edge Fund,INF38286309,1009.2051,3294.57
2025-10-21,Dynamic Asset Allocator,INF15181500,1512.8002,2817.01
2025-10-21,Balanced Advantage Fund,INF11003901,157.0774,217.25
2025-11-26,Alpha Equity Fund - Regular,INF61697402,770.2524,143.27
2025-11-04,Overnight Fund,INF81150103,641.4055,1880.79
2025-10-26,Liquid Ultra Fund,INF42413204,882.807,4165.54
2025-10-26,Balanced Advantage Fund,INF58340505,1459.4258,4557.27
2025-10-27,Balanced Advantage Fund,INF86376906,579.0843,311.2
2025-11-25,Overnight Fund,INF35835107,205.3684,204.04
2025-10-23,Short Term Debt Fund,INF72929408,667.8706,1820.07
2025-10-27,Overnight Fund,INF97038709,1735.6982,4394.7
2025-11-15,Overnight Fund,INF82423600,113.8365,3316.21
2025-10-22,Dynamic Asset Allocator,INF96952901,766.3809,3930.05
2025-11-11,Overnight Fund,INF45273402,314.5041,1787.08
2025-10-31,Arbitrage Edge Fund,INF77835003,1110.5168,1977.21
2025-11-18,Dynamic Asset Allocator,INF80951504,1219.8058,4614.93
2025-11-07,Liquid Ultra Fund,INF98596305,1201.248,4863.12
2025-10-21,Balanced Advantage Fund,INF52033906,258.5656,456.62
2025-11-25,Liquid Ultra Fund,INF44700707,1327.1963,927.37
2025-11-22,Dynamic Asset Allocator,INF55246908,38.3959,4919.55
2025-11-15,Short Term Debt Fund,INF14880209,526.0018,3569.65
2025-11-16,Dynamic Asset Allocator,INF66141500,1328.5236,3131.24
2025-10-23,Balanced Advantage Fund,INF13873601,1175.0058,4911.86
2025-11-21,Short Term Debt Fund,INF36487902,1072.2946,436.94
2025-10-30,Short Term Debt Fund,INF82307603,1594.9844,3657.06
2025-10-23,Alpha Equity Fund - Regular,INF78617104,1213.5715,4487.47
2025-11-20,Arbitrage Edge Fund,INF34468205,1459.9864,1970.87
2025-10-25,Balanced Advantage Fund,INF66864306,846.1073,2282.66
2025-10-27,Balanced Advantage Fund,INF72904007,1833.4421,3840.88
2025-11-14,Overnight Fund,INF76623008,69.7415,1940.41
2025-11-13,Arbitrage Edge Fund,INF77524909,1080.2248,1460.72
2025-11-16,Dynamic Asset Allocator,INF46879000,63.4359,833.11
2025-11-11,Short Term Debt Fund,INF90672701,659.0657,2579.82
2025-11-07,Arbitrage Edge Fund,INF88769402,304.5737,3011.76
2025-11-22,Alpha Equity Fund - Regular,INF13288903,544.8498,3167.04
2025-10-27,Dynamic Asset Allocator,INF89164004,49287.7544,3408.08
2025-11-02,Arbitrage Edge Fund,INF18553805,1481.4406,4181.32
2025-11-08,Alpha Equity Fund - Regular,INF43782006,1754.6831,1698.04
2025-11-04,Arbitrage Edge Fund,INF62113407,528.1859,2857.78
2025-11-25,Liquid Ultra Fund,INF52516008,1162.1745,419.1
2025-11-16,Short Term Debt Fund,INF88239009,1382.7562,4423.87
2025-11-26,Short Term Debt Fund,INF31834000,1981.1937,4987.39
2025-11-23,Alpha Equity Fund - Regular,INF13642101,84.8433,2407.19
2025-11-22,Alpha Equity Fund - Regular,INF13297202,688.506,4681.57
2025-11-09,Arbitrage Edge Fund,INF98013103,973.6398,2756.97
2025-11-14,Alpha Equity Fund - Regular,INF24472504,714.866,3735.81
2025-11-01,Dynamic Asset Allocator,INF62704405,1605.4431,4000.91
2025-11-21,Liquid Ultra Fund,INF85853106,920.6386,4015.46
2025-11-20,Overnight Fund,INF51361207,1693.5535,1077.96
2025-10-27,Arbitrage Edge Fund,INF44356008,923.8652,4417.63
2025-11-18,Overnight Fund,INF72749409,447.7801,2241.26
2025-10-30,Short Term Debt Fund,INF20827900,13.4546,3463.95
2025-11-16,Alpha Equity Fund - Regular,INF76876301,699.2616,3847.88
2025-11-12,Liquid Ultra Fund,INF18975902,1507.7875,4580.49
2025-11-12,Overnight Fund,INF64139403,1975.6985,2396.93
2025-11-05,Dynamic Asset Allocator,INF93137404,135.2755,2369.59
2025-10-24,Overnight Fund,INF99492305,1769.7105,1541.21
2025-10-30,Overnight Fund,INF57448006,1887.1252,427.86
2025-11-23,Liquid Ultra Fund,INF28833007,1918.1057,2308.43
2025-11-21,Arbitrage Edge Fund,INF22141108,889.508,3011.96
2025-11-03,Dynamic Asset Allocator,INF26352509,356.5765,2096.16
2025-11-08,Short Term Debt Fund,INF21481400,643.6583,4156.22
2025-11-22,Liquid Ultra Fund,INF32937101,1143.0469,303.59
2025-11-17,Alpha Equity Fund - Regular,INF89455202,716.9908,4562.64
2025-11-11,Alpha Equity Fund - Regular,INF52955703,31.3674,3630.18
2025-10-24,Overnight Fund,INF91386404,1174.1918,814.03
2025-10-26,Dynamic Asset Allocator,INF69941605,454.2692,3626.87
2025-10-23,Dynamic Asset Allocator,INF59468106,550.9381,2933.68
2025-11-05,Alpha Equity Fund - Regular,INF57477807,1374.3641,3584.91
2025-10-28,Alpha Equity Fund - Regular,INF55173008,641.0999,3525.33
2025-11-21,Overnight Fund,INF94070809,1198.0083,1045.06
2025-10-28,Alpha Equity Fund - Regular,INF84412100,286.967,1049.54
2025-10-28,Short Term Debt Fund,INF84817301,1211.6058,528.99
2025-11-15,Liquid Ultra Fund,INF62154902,671.5242,2865.47
2025-10-28,Overnight Fund,INF42265803,797.5083,3864.34
2025-11-24,Dynamic Asset Allocator,INF81248004,174.5562,1037.93
2025-11-07,Balanced Advantage Fund,INF59184405,753.904,4229.38
2025-11-16,Arbitrage Edge Fund,INF71997706,1887.0721,2911.99
2025-10-26,Dynamic Asset Allocator,INF19827707,1585.5442,1581.3
2025-11-02,Arbitrage Edge Fund,INF19256108,757.2977,1162.97
2025-11-02,Arbitrage Edge Fund,INF71419809,1006.7285,615.07
2025-11-01,Liquid Ultra Fund,INF45542600,1593.4132,4548.03
2025-11-19,Alpha Equity Fund - Regular,INF85872201,1270.9069,1073.86
2025-11-24,Short Term Debt Fund,INF49532202,451.3456,1847.87
2025-10-31,Alpha Equity Fund - Regular,INF10003503,109.3958,4758.8
2025-11-12,Balanced Advantage Fund,INF26456104,652.3874,317.11
2025-11-12,Liquid Ultra Fund,INF40345305,1314.191,112.18
2025-11-21,Liquid Ultra Fund,INF47510506,440.6041,3552.69
2025-11-16,Liquid Ultra Fund,INF63317307,1067.3845,2804.97
2025-11-19,Arbitrage Edge Fund,INF72723908,191.6647,3634.29
2025-11-08,Dynamic Asset Allocator,INF62648309,1177.0395,1448.17
2025-11-25,Short Term Debt Fund,INF39605100,1789.9056,389.2
2025-10-24,Short Term Debt Fund,INF98194201,559.1198,3409.8
2025-11-21,Short Term Debt Fund,INF49553502,538.4341,1218.03
2025-11-08,Overnight Fund,INF41491303,1952.8095,4465.63
2025-10-31,Arbitrage Edge Fund,INF35097104,1961.341,812.33
2025-11-05,Overnight Fund,INF53807805,736.1276,2807.07
2025-11-07,Arbitrage Edge Fund,INF93651306,896.8249,545.67
2025-11-25,Dynamic Asset Allocator,INF85171407,1877.5583,4898.88
2025-11-21,Liquid Ultra Fund,INF97653808,1264.2121,564.29
2025-10-23,Arbitrage Edge Fund,INF45664009,386.1808,1994.57
2025-11-14,Dynamic Asset Allocator,INF45033300,1124.2123,1152.25
2025-11-25,Dynamic Asset Allocator,INF27584601,1618.0187,1271.64
2025-10-28,Arbitrage Edge Fund,INF61649002,1029.5061,346.61
2025-11-05,Liquid Ultra Fund,INF59663003,333.9357,2133.35
2025-11-13,Dynamic Asset Allocator,INF21634104,1656.1831,4802.34
2025-10-29,Overnight Fund,INF86939505,474.8228,1015.69
2025-10-26,Liquid Ultra Fund,INF38233106,648.8744,1954.61
2025-11-21,Short Term Debt Fund,INF11614407,598.5613,4423.46
2025-10-27,Short Term Debt Fund,INF42986908,1476.9131,3876.9
2025-11-25,Overnight Fund,INF79746909,1706.5184,951.29
2025-11-23,Dynamic Asset Allocator,INF87596000,54.7506,4336.25
2025-11-16,Short Term Debt Fund,INF57603801,1053.8372,2342.77
2025-11-09,Short Term Debt Fund,INF52142202,1131.8044,2331.95
2025-11-23,Liquid Ultra Fund,INF49289503,1080.786,2797.31
2025-11-20,Arbitrage Edge Fund,INF56635404,1631.9784,3112.78
2025-11-21,Short Term Debt Fund,INF11115505,1981.2845,387.81
2025-10-25,Dynamic Asset Allocator,INF55779506,808.8488,2671.14
2025-10-24,Liquid Ultra Fund,INF32652707,1435.5667,849.18
2025-11-21,Alpha Equity Fund - Regular,INF28546608,1415.1681,3541.04
2025-11-03,Arbitrage Edge Fund,INF72995109,866.9988,3647.48
2025-11-15,Overnight Fund,INF18817900,28.056,3782.63
2025-10-23,Short Term Debt Fund,INF18207201,1565.4246,4556.82
2025-10-27,Arbitrage Edge Fund,INF97189902,676.4044,3227.36
2025-11-25,Liquid Ultra Fund,INF32520803,93.0212,3107.94
2025-11-07,Balanced Advantage Fund,INF26795604,937.7677,156.83
2025-11-13,Liquid Ultra Fund,INF42469305,26.2593,3573.78
2025-10-21,Overnight Fund,INF17214806,219.6792,1722.58
2025-10-21,Alpha Equity Fund - Regular,INF65176107,1218.4668,4566.06
2025-11-18,Alpha Equity Fund - Regular,INF94274008,1407.6681,4423.12
2025-11-21,Balanced Advantage Fund,INF15405909,978.702,544.65
2025-11-25,Alpha Equity Fund - Regular,INF89255400,960.8561,4112.27
2025-11-18,Balanced Advantage Fund,INF28152901,1634.9704,3335.84
2025-11-21,Short Term Debt Fund,INF59243602,36.8704,4858.06
2025-11-23,Dynamic Asset Allocator,INF91891903,367.2987,4750.31
2025-11-12,Short Term Debt Fund,INF12194204,260.9908,379.41
2025-11-24,Alpha Equity Fund - Regular,INF80623705,1980.8858,921.81
2025-11-21,Dynamic Asset Allocator,INF44891906,279.5252,2464.82
2025-11-07,Alpha Equity Fund - Regular,INF14582307,1508.6174,2693.9
2025-11-04,Overnight Fund,INF63614008,111.4122,1289.52
2025-11-18,Overnight Fund,INF93960909,1767.0715,909.92
2025-11-18,Arbitrage Edge Fund,INF17216200,1120.6169,324.25
2025-11-22,Alpha Equity Fund - Regular,INF89537801,1307.2336,4742.78
2025-10-26,Liquid Ultra Fund,INF37889802,674.4097,1588.23
2025-11-16,Dynamic Asset Allocator,INF96087203,1050.4292,709.46
2025-10-22,Short Term Debt Fund,INF70690604,1990.6347,4835.55
2025-11-15,Dynamic Asset Allocator,INF97935705,1443.0371,128.68
2025-11-26,Alpha Equity Fund - Regular,INF31468906,936.7974,664.43
2025-10-28,Alpha Equity Fund - Regular,INF17112307,792.2868,572.0
2025-11-24,Liquid Ultra Fund,INF53988508,1218.8843,4098.73
2025-11-21,Arbitrage Edge Fund,INF81559609,1274.7393,4729.5
2025-11-19,Balanced Advantage Fund,INF49110800,1647.4961,1907.62
2025-11-05,Liquid Ultra Fund,INF30011901,241.897,139.45
2025-11-10,Balanced Advantage Fund,INF47806702,280.6619,2420.89
2025-11-22,Overnight Fund,INF98735303,437.6058,267.57
2025-11-08,Alpha Equity Fund - Regular,INF50950504,1269.3193,255.6
2025-10-29,Alpha Equity Fund - Regular,INF30264005,1312.1802,3156.59
2025-11-01,Overnight Fund,INF97518706,1099.1003,195.37
2025-11-10,Overnight Fund,INF83274007,1358.9368,414.39
2025-10-31,Short Term Debt Fund,INF73967508,984.2613,3106.83
2025-11-13,Overnight Fund,INF31661909,417.2879,2547.88
2025-11-26,Liquid Ultra Fund,INF86106800,1571.0523,3841.11
2025-10-21,Balanced Advantage Fund,INF85524701,151.2376,3877.4
2025-11-07,Arbitrage Edge Fund,INF23922502,1214.1919,4321.78
2025-10-30,Arbitrage Edge Fund,INF52105403,596.7025,3539.8
2025-11-25,Arbitrage Edge Fund,INF82788504,1919.1358,2684.19
2025-10-23,Balanced Advantage Fund,INF68482705,1227.9209,1181.5
2025-11-03,Short Term Debt Fund,INF36318906,568.2798,1270.43
2025-11-17,Short Term Debt Fund,INF27472407,495.0094,921.61
2025-11-24,Overnight Fund,INF79609708,1341.1986,4704.74
2025-11-05,Short Term Debt Fund,INF93140509,1149.1132,1208.46
2025-11-22,Balanced Advantage Fund,INF72127100,259.6952,4325.67
2025-10-23,Alpha Equity Fund - Regular,INF95283401,892.7881,2637.13
2025-11-07,Short Term Debt Fund,INF35856402,86.9194,3090.84
2025-11-08,Arbitrage Edge Fund,INF66787203,941.0102,4843.35
2025-11-01,Dynamic Asset Allocator,INF29145904,1660.2445,1330.83
2025-10-29,Dynamic Asset Allocator,INF98893305,1106.6913,1870.77
2025-10-23,Balanced Advantage Fund,INF50190606,497.3223,50.26
2025-11-02,Liquid Ultra Fund,INF43344607,1659.0299,1344.0
2025-11-19,Overnight Fund,INF61151808,1248.8218,2077.19
2025-11-22,Liquid Ultra Fund,INF74785809,885.4903,2194.07
2025-11-25,Liquid Ultra Fund,INF34938600,163.8163,4130.39
2025-11-24,Balanced Advantage Fund,INF12117601,1834.7244,4035.31
