ClientID,ISIN,SecurityName,FreeQty,LockedQty,TotalQty,Valuation
CL232748,INE001A01036,HDFC,1385,0,1385,3012212.36
CL148234,INE238A01026,AXISBANK,1741,0,1741,3208609.71
CL795273,INE018A01030,LT,1066,0,1066,504520.48
CL748261,INE062A01020,SBIN,1141,279,1420,3107290.67
CL174122,INE001A01036,HDFC,1639,0,1639,188701.71
CL734902,INE238A01026,AXISBANK,2003,0,2003,3171199.75
CL039469,INE009A01021,INFY,2874,0,2874,1699587.7
CL710586,INE155A01022,TATAMOTORS,775,0,775,427384.81
CL068069,INE154A01025,ITC,490,0,490,1335952.2
CL129026,INE001A01036,HDFC,2014,0,2014,777815.16
CL468271,INE154A01025,ITC,418,0,418,181412.25
CL705456,INE009A01021,INFY,697,0,697,1341218.03
CL312746,INE062A01020,SBIN,1109,0,1109,3318686.63
CL338258,INE155A01022,TATAMOTORS,1631,0,1631,659753.89
CL364613,INE155A01022,TATAMOTORS,2332,148,2480,5152553.17
CL566311,INE154A01025,ITC,372,0,372,918809.28
CL661924,INE154A01025,ITC,1702,0,1702,3048501.8
CL494400,INE154A01025,ITC,2781,0,2781,5679351.84
CL863275,INE009A01021,INFY,2090,0,2090,4197100.29
CL052443,INE154A01025,ITC,1049,0,1049,1109397.9
CL246833,INE002A01018,RELIANCE,2701,0,2701,3697922.06
CL691488,INE002A01018,RELIANCE,436,0,436,552798.97
CL878842,INE238A01026,AXISBANK,576,0,576,1136741.84
CL718478,INE155A01022,TATAMOTORS,1520,0,1520,1858175.82
CL695553,INE155A01022,TATAMOTORS,318,0,318,906213.21
CL479756,INE018A01030,LT,337,291,628,332336.79
CL223520,INE090A01021,ICICIBANK,2761,0,2761,605003.54
CL560911,INE154A01025,ITC,118,0,118,104770.88
CL707630,INE001A01036,HDFC,607,0,607,719594.4
CL885579,INE237A01028,KOTAKBANK,250,117,367,1064887.05
CL778862,INE238A01026,AXISBANK,54,0,54,38396.97
CL387393,INE090A01021,ICICIBANK,597,0,597,739777.4
CL647888,INE001A01036,HDFC,51,0,51,36518.02
CL045066,INE155A01022,TATAMOTORS,1191,0,1191,2844474.66
CL733991,INE155A01022,TATAMOTORS,334,0,334,67884.44
CL949092,INE154A01025,ITC,369,0,369,529374.42
CL148512,INE155A01022,TATAMOTORS,2281,0,2281,6806580.97
CL835480,INE090A01021,ICICIBANK,2711,0,2711,3555832.94
CL033250,INE009A01021,INFY,594,0,594,458059.52
CL799256,INE237A01028,KOTAKBANK,248,0,248,43650.84
CL025949,INE090A01021,ICICIBANK,61,0,61,62277.33
CL915817,INE009A01021,INFY,958,0,958,334235.88
CL446603,INE001A01036,HDFC,325,300,625,1681223.93
CL804970,INE090A01021,ICICIBANK,2733,66,2799,6376179.61
CL247158,INE001A01036,HDFC,851,19,870,441673.64
CL932060,INE238A01026,AXISBANK,506,154,660,1871522.64
CL065588,INE009A01021,INFY,2705,0,2705,6692753.07
CL532445,INE238A01026,AXISBANK,1792,0,1792,1864922.65
CL398117,INE001A01036,HDFC,2858,0,2858,4725040.2
CL224797,INE018A01030,LT,1603,176,1779,1139547.14
CL645964,INE009A01021,INFY,690,0,690,1744328.32
CL985687,INE154A01025,ITC,2529,0,2529,1934788.22
CL723285,INE155A01022,TATAMOTORS,1942,48,1990,2180575.14
CL542440,INE237A01028,KOTAKBANK,2042,0,2042,2936687.59
CL397038,INE001A01036,HDFC,1919,0,1919,1689577.1
CL694793,INE009A01021,INFY,1766,0,1766,2076551.29
CL955311,INE009A01021,INFY,762,0,762,1835526.33
CL349426,INE001A01036,HDFC,2033,0,2033,574955.42
CL894143,INE062A01020,SBIN,2067,276,2343,673213.22
CL322883,INE237A01028,KOTAKBANK,1712,0,1712,4112290.65
CL649603,INE009A01021,INFY,2904,194,3098,4046057.22
CL921016,INE237A01028,KOTAKBANK,2863,0,2863,4090598.04
CL124417,INE002A01018,RELIANCE,49,0,49,142843.31
CL673081,INE154A01025,ITC,287,0,287,825069.22
CL536432,INE237A01028,KOTAKBANK,1605,49,1654,1708561.38
CL569401,INE002A01018,RELIANCE,1940,0,1940,4837080.17
CL840090,INE154A01025,ITC,369,0,369,314274.38
CL541486,INE237A01028,KOTAKBANK,1320,0,1320,3230248.93
CL695768,INE154A01025,ITC,1753,0,1753,4753000.19
CL424665,INE002A01018,RELIANCE,738,0,738,376424.85
CL565338,INE238A01026,AXISBANK,1371,0,1371,2100974.35
CL894706,INE154A01025,ITC,2865,0,2865,5868188.32
CL910448,INE002A01018,RELIANCE,2518,0,2518,3626701.79
CL379058,INE090A01021,ICICIBANK,73,0,73,59495.04
CL678965,INE001A01036,HDFC,1258,0,1258,2297106.35
CL468317,INE090A01021,ICICIBANK,2340,0,2340,6315423.18
CL996544,INE237A01028,KOTAKBANK,1488,284,1772,3837798.77
CL280385,INE009A01021,INFY,1143,0,1143,3098367.58
CL750080,INE238A01026,AXISBANK,351,0,351,174460.58
CL309309,INE062A01020,SBIN,1830,288,2118,6235714.45
CL900469,INE154A01025,ITC,1950,282,2232,6647915.59
CL032456,INE090A01021,ICICIBANK,2788,0,2788,1310009.7
CL491937,INE155A01022,TATAMOTORS,1608,141,1749,3167918.17
CL656404,INE237A01028,KOTAKBANK,256,0,256,477538.43
CL136759,INE090A01021,ICICIBANK,2657,0,2657,2516306.71
CL839874,INE090A01021,ICICIBANK,2942,0,2942,7467004.13
CL937483,INE009A01021,INFY,2484,107,2591,5383230.87
CL210253,INE018A01030,LT,2260,11,2271,4684091.12
CL208448,INE154A01025,ITC,1263,0,1263,2494015.67
CL897808,INE009A01021,INFY,1019,0,1019,1176797.09
CL422059,INE009A01021,INFY,559,0,559,1040325.54
CL512190,INE154A01025,ITC,1054,0,1054,2920145.71
CL065374,INE238A01026,AXISBANK,2622,0,2622,1492568.54
CL639123,INE009A01021,INFY,1825,0,1825,2826626.67
CL083727,INE002A01018,RELIANCE,1239,0,1239,2188386.6
CL626209,INE001A01036,HDFC,2490,0,2490,4863850.44
CL620939,INE154A01025,ITC,2802,0,2802,5129334.29
CL777441,INE001A01036,HDFC,2436,0,2436,6684132.01
CL668009,INE009A01021,INFY,1911,0,1911,5471344.55
CL290194,INE154A01025,ITC,458,0,458,875162.3
CL224083,INE237A01028,KOTAKBANK,620,0,620,629645.89
CL106669,INE238A01026,AXISBANK,2471,0,2471,2741160.51
CL482685,INE018A01030,LT,2643,0,2643,4362952.1
CL167411,INE237A01028,KOTAKBANK,1959,0,1959,2908702.73
CL269784,INE001A01036,HDFC,1327,0,1327,636367.77
CL458579,INE238A01026,AXISBANK,2813,267,3080,2505040.95
CL531110,INE062A01020,SBIN,236,0,236,104597.12
CL925980,INE002A01018,RELIANCE,993,0,993,2178732.09
CL035662,INE090A01021,ICICIBANK,2813,0,2813,3233752.34
CL518301,INE155A01022,TATAMOTORS,73,0,73,170992.42
CL254597,INE155A01022,TATAMOTORS,2445,0,2445,6306953.56
CL617034,INE154A01025,ITC,284,274,558,758825.7
CL533909,INE002A01018,RELIANCE,1299,97,1396,2269040.5
CL344013,INE155A01022,TATAMOTORS,178,0,178,533875.05
CL229741,INE090A01021,ICICIBANK,2464,61,2525,4068017.67
CL022595,INE237A01028,KOTAKBANK,1451,0,1451,1965449.18
CL145255,INE062A01020,SBIN,2737,0,2737,6852791.62
CL588496,INE062A01020,SBIN,872,0,872,1195617.95
CL250122,INE018A01030,LT,136,0,136,323155.79
CL357415,INE154A01025,ITC,2867,0,2867,5682633.01
CL311298,INE009A01021,INFY,735,0,735,647235.64
CL998080,INE237A01028,KOTAKBANK,2091,0,2091,1216502.36
CL699064,INE002A01018,RELIANCE,2451,0,2451,1259288.18
CL935076,INE002A01018,RELIANCE,723,256,979,1996968.44
CL678059,INE238A01026,AXISBANK,2954,63,3017,6507994.58
CL352700,INE154A01025,ITC,967,0,967,1575048.78
CL450554,INE237A01028,KOTAKBANK,2611,93,2704,945640.07
CL714096,INE090A01021,ICICIBANK,2902,0,2902,4981159.15
CL074116,INE154A01025,ITC,1259,0,1259,3404619.39
CL769624,INE002A01018,RELIANCE,2397,272,2669,4011256.68
CL427548,INE001A01036,HDFC,840,244,1084,1011443.23
CL336548,INE002A01018,RELIANCE,536,0,536,475401.47
CL625652,INE154A01025,ITC,1049,249,1298,157869.13
CL651070,INE018A01030,LT,2362,0,2362,789733.03
CL090057,INE062A01020,SBIN,647,54,701,1423994.86
CL288449,INE002A01018,RELIANCE,482,0,482,1127341.78
CL606246,INE154A01025,ITC,2451,0,2451,5878531.6
CL484854,INE002A01018,RELIANCE,2746,0,2746,7841205.27
CL085407,INE002A01018,RELIANCE,353,0,353,862503.99
CL140857,INE009A01021,INFY,638,0,638,1099727.68
CL437928,INE090A01021,ICICIBANK,2524,0,2524,6804496.93
CL245085,INE237A01028,KOTAKBANK,100,0,100,257105.89
CL825896,INE237A01028,KOTAKBANK,1347,0,1347,1908567.82
CL209906,INE062A01020,SBIN,2166,0,2166,3713625.45
CL331827,INE018A01030,LT,1804,0,1804,645086.64
CL389165,INE238A01026,AXISBANK,724,0,724,1352108.86
CL724645,INE062A01020,SBIN,1139,0,1139,536573.87
CL784134,INE018A01030,LT,2925,0,2925,4635293.92
CL431733,INE062A01020,SBIN,2596,0,2596,7384844.01
CL662244,INE238A01026,AXISBANK,994,0,994,1365173.46
CL511595,INE237A01028,KOTAKBANK,1768,0,1768,3769277.59
CL407261,INE001A01036,HDFC,839,0,839,2252798.13
CL310088,INE062A01020,SBIN,504,0,504,1330116.27
CL888051,INE154A01025,ITC,2790,0,2790,5829448.21
CL088698,INE090A01021,ICICIBANK,1638,161,1799,4076248.78
CL491279,INE238A01026,AXISBANK,2270,178,2448,3743307.67
CL988140,INE155A01022,TATAMOTORS,2144,0,2144,1195698.47
CL124235,INE154A01025,ITC,1361,0,1361,1318909.36
CL422900,INE062A01020,SBIN,2735,262,2997,4259323.72
CL506814,INE155A01022,TATAMOTORS,677,0,677,609303.32
CL473528,INE018A01030,LT,231,251,482,967300.27
CL698274,INE155A01022,TATAMOTORS,631,285,916,527415.19
CL001437,INE238A01026,AXISBANK,1641,0,1641,3896762.01
CL231467,INE090A01021,ICICIBANK,2194,91,2285,3408363.35
CL399078,INE155A01022,TATAMOTORS,1276,0,1276,396494.84
CL059125,INE237A01028,KOTAKBANK,2012,0,2012,292336.38
CL358929,INE062A01020,SBIN,850,203,1053,917348.2
CL227945,INE018A01030,LT,2071,0,2071,2277291.12
CL254111,INE237A01028,KOTAKBANK,1234,0,1234,3221274.11
CL437813,INE018A01030,LT,2115,0,2115,3463382.95
CL231008,INE090A01021,ICICIBANK,5,0,5,11057.24
CL688673,INE154A01025,ITC,2487,0,2487,2096552.71
CL196353,INE001A01036,HDFC,1412,89,1501,2974322.69
CL389794,INE001A01036,HDFC,740,102,842,453562.71
CL143571,INE002A01018,RELIANCE,1603,0,1603,4396457.29
CL087292,INE090A01021,ICICIBANK,180,0,180,354732.99
CL081794,INE009A01021,INFY,874,0,874,2528643.08
CL202749,INE154A01025,ITC,1680,0,1680,4249697.64
CL258811,INE062A01020,SBIN,779,19,798,1476010.46
CL328983,INE001A01036,HDFC,1774,0,1774,664459.28
CL100602,INE154A01025,ITC,53,0,53,36650.47
CL096639,INE018A01030,LT,2881,0,2881,680507.93
CL352061,INE237A01028,KOTAKBANK,1283,0,1283,3518317.43
CL927077,INE155A01022,TATAMOTORS,91,0,91,203825.67
CL121290,INE001A01036,HDFC,2379,42,2421,2862249.41
CL737413,INE090A01021,ICICIBANK,297,0,297,515850.0
CL512222,INE090A01021,ICICIBANK,2426,13,2439,1655886.74
CL775361,INE155A01022,TATAMOTORS,1319,239,1558,2966975.43
CL319575,INE001A01036,HDFC,2634,0,2634,5571781.17
CL250364,INE001A01036,HDFC,922,0,922,650765.41
CL646871,INE018A01030,LT,2075,0,2075,1393579.41
CL669055,INE154A01025,ITC,283,0,283,592349.13
CL672352,INE237A01028,KOTAKBANK,1381,32,1413,448585.34
CL402636,INE018A01030,LT,1020,0,1020,2116951.45
CL998735,INE002A01018,RELIANCE,1783,0,1783,4742984.39
CL199323,INE002A01018,RELIANCE,1673,0,1673,1371935.98
CL564265,INE062A01020,SBIN,2098,0,2098,510036.62
CL837527,INE237A01028,KOTAKBANK,1226,0,1226,2515563.04
CL557188,INE155A01022,TATAMOTORS,2733,0,2733,2690819.38
CL819799,INE238A01026,AXISBANK,2318,146,2464,5854023.21
CL961668,INE002A01018,RELIANCE,197,0,197,582648.31
CL293279,INE018A01030,LT,1785,0,1785,4593340.25
CL528051,INE002A01018,RELIANCE,170,125,295,630795.45
CL118529,INE090A01021,ICICIBANK,1126,0,1126,434958.62
CL416806,INE154A01025,ITC,1788,0,1788,4582256.15
CL928665,INE090A01021,ICICIBANK,2848,0,2848,4344014.3
CL985765,INE002A01018,RELIANCE,17,0,17,50072.09
CL373780,INE154A01025,ITC,1198,37,1235,235728.87
CL288998,INE062A01020,SBIN,520,0,520,506535.89
CL437753,INE237A01028,KOTAKBANK,426,131,557,298004.71
CL973866,INE237A01028,KOTAKBANK,1509,0,1509,2031530.78
CL879553,INE002A01018,RELIANCE,2128,0,2128,3548821.95
CL345906,INE018A01030,LT,2738,0,2738,7126226.09
CL952980,INE009A01021,INFY,1470,14,1484,1186456.8
CL243451,INE018A01030,LT,81,0,81,181809.72
CL936055,INE001A01036,HDFC,2788,0,2788,2301126.04
CL739447,INE090A01021,ICICIBANK,700,0,700,249985.03
CL513093,INE062A01020,SBIN,1375,0,1375,1742763.38
CL389744,INE002A01018,RELIANCE,169,0,169,214682.16
CL623540,INE090A01021,ICICIBANK,1201,0,1201,1726981.66
CL231077,INE009A01021,INFY,31,0,31,84151.5
CL289178,INE001A01036,HDFC,700,0,700,1235969.08
CL417464,INE018A01030,LT,1879,0,1879,4728233.02
CL913866,INE154A01025,ITC,2993,0,2993,5631622.65
CL660957,INE237A01028,KOTAKBANK,2976,0,2976,6396726.45
CL421744,INE062A01020,SBIN,724,0,724,1410533.47
CL053749,INE002A01018,RELIANCE,1313,0,1313,178247.06
CL065256,INE009A01021,INFY,2324,0,2324,3479084.25
CL200321,INE009A01021,INFY,80,0,80,190273.26
CL364339,INE090A01021,ICICIBANK,394,0,394,97614.71
CL134725,INE009A01021,INFY,922,9,931,1206553.67
CL431548,INE237A01028,KOTAKBANK,921,0,921,1790496.15
CL146447,INE237A01028,KOTAKBANK,2453,0,2453,3035614.51
CL973774,INE238A01026,AXISBANK,1507,0,1507,1684771.53
CL596104,INE002A01018,RELIANCE,898,243,1141,3003817.3
CL361118,INE238A01026,AXISBANK,2314,0,2314,4408598.49
CL786068,INE238A01026,AXISBANK,2237,0,2237,4495174.24
CL533193,INE009A01021,INFY,2772,0,2772,8022933.76
CL294512,INE155A01022,TATAMOTORS,2807,0,2807,6641458.35
CL597614,INE090A01021,ICICIBANK,1540,192,1732,2343989.75
CL295420,INE018A01030,LT,867,0,867,454641.25
CL381713,INE009A01021,INFY,2696,0,2696,7533961.19
CL891996,INE237A01028,KOTAKBANK,2974,0,2974,7815036.32
CL022772,INE237A01028,KOTAKBANK,1379,0,1379,1117322.25
CL493740,INE237A01028,KOTAKBANK,574,0,574,86444.05
CL003284,INE018A01030,LT,689,0,689,273497.13
CL465294,INE090A01021,ICICIBANK,2017,0,2017,1419379.35
CL180411,INE155A01022,TATAMOTORS,1753,0,1753,2978096.32
CL721699,INE090A01021,ICICIBANK,511,0,511,903536.42
CL662320,INE090A01021,ICICIBANK,2661,0,2661,2325963.2
CL262148,INE018A01030,LT,2827,0,2827,5419590.75
CL118870,INE002A01018,RELIANCE,686,0,686,860891.44
CL382612,INE237A01028,KOTAKBANK,445,0,445,469890.94
CL651974,INE238A01026,AXISBANK,2979,0,2979,6968180.74
CL120920,INE154A01025,ITC,699,0,699,516728.05
CL772815,INE062A01020,SBIN,2774,0,2774,5858452.56
CL364732,INE001A01036,HDFC,569,0,569,723198.77
CL596026,INE090A01021,ICICIBANK,272,0,272,269460.89
CL939176,INE018A01030,LT,495,0,495,672452.04
CL807990,INE090A01021,ICICIBANK,2321,0,2321,646042.71
CL676302,INE018A01030,LT,2810,0,2810,1927106.52
CL770114,INE002A01018,RELIANCE,1755,0,1755,4077843.96
CL246559,INE237A01028,KOTAKBANK,2542,0,2542,4320558.64
CL061396,INE001A01036,HDFC,442,109,551,132299.74
CL000287,INE155A01022,TATAMOTORS,411,0,411,261839.86
CL224370,INE018A01030,LT,1875,0,1875,4054945.73
CL755223,INE154A01025,ITC,2869,0,2869,5936283.95
CL645239,INE009A01021,INFY,2058,42,2100,1640718.27
CL682994,INE237A01028,KOTAKBANK,1506,284,1790,4825232.72
CL611856,INE154A01025,ITC,1012,0,1012,1848195.53
CL282806,INE009A01021,INFY,473,0,473,280092.89
CL828412,INE002A01018,RELIANCE,585,34,619,1381240.37
CL050941,INE154A01025,ITC,2021,0,2021,2827178.21
CL742726,INE001A01036,HDFC,1315,0,1315,246615.66
CL803254,INE154A01025,ITC,654,0,654,1212302.05
CL325337,INE001A01036,HDFC,1485,0,1485,2076360.17
CL249133,INE238A01026,AXISBANK,176,298,474,170415.21
CL351642,INE062A01020,SBIN,1680,0,1680,2912836.55
CL599851,INE155A01022,TATAMOTORS,12,122,134,322024.17
CL067094,INE001A01036,HDFC,2968,0,2968,1010537.26
CL461120,INE002A01018,RELIANCE,1749,0,1749,2794280.41
CL972153,INE009A01021,INFY,2451,0,2451,3304873.78
CL317629,INE090A01021,ICICIBANK,1405,157,1562,3821285.47
CL532032,INE002A01018,RELIANCE,1231,270,1501,3816847.09
CL357353,INE155A01022,TATAMOTORS,1472,0,1472,4140447.56
CL613442,INE090A01021,ICICIBANK,697,0,697,660456.95
CL249435,INE002A01018,RELIANCE,852,0,852,639151.84
CL054061,INE009A01021,INFY,2432,0,2432,548765.01
CL294715,INE062A01020,SBIN,1765,0,1765,4843991.57
CL284791,INE090A01021,ICICIBANK,2799,0,2799,703923.8
CL264918,INE155A01022,TATAMOTORS,1416,0,1416,1100566.68
CL173929,INE009A01021,INFY,302,0,302,50292.03
CL081705,INE238A01026,AXISBANK,496,0,496,1041746.38
CL047009,INE090A01021,ICICIBANK,300,0,300,835847.87
CL078410,INE002A01018,RELIANCE,1009,165,1174,975838.04
CL029414,INE237A01028,KOTAKBANK,1926,0,1926,3600140.46
CL635338,INE154A01025,ITC,576,283,859,975746.43
CL346177,INE062A01020,SBIN,2113,0,2113,2160796.13
CL899123,INE090A01021,ICICIBANK,1467,0,1467,2721105.66
CL176794,INE155A01022,TATAMOTORS,235,0,235,186073.84
CL685674,INE009A01021,INFY,1382,0,1382,838250.69
CL437206,INE237A01028,KOTAKBANK,29,0,29,51542.89
CL103900,INE090A01021,ICICIBANK,1667,0,1667,1184814.45
CL840549,INE238A01026,AXISBANK,2734,0,2734,4202188.96
CL368841,INE001A01036,HDFC,2815,0,2815,5115398.19
CL382137,INE009A01021,INFY,2146,0,2146,5871175.99
CL848655,INE009A01021,INFY,280,0,280,432721.71
CL097997,INE155A01022,TATAMOTORS,2689,0,2689,420716.48
CL962384,INE154A01025,ITC,2536,0,2536,4403418.19
CL348017,INE238A01026,AXISBANK,180,195,375,913937.45
CL695542,INE154A01025,ITC,244,0,244,668613.01
CL928758,INE237A01028,KOTAKBANK,679,0,679,201639.02
CL181748,INE155A01022,TATAMOTORS,2937,0,2937,4782205.93
CL687571,INE090A01021,ICICIBANK,2743,0,2743,6846939.37
CL635515,INE237A01028,KOTAKBANK,2133,0,2133,4226561.8
CL954114,INE238A01026,AXISBANK,1388,0,1388,1737461.61
CL463441,INE001A01036,HDFC,113,0,113,182099.13
CL809368,INE237A01028,KOTAKBANK,778,0,778,161867.08
CL946458,INE154A01025,ITC,693,0,693,219746.73
CL036273,INE001A01036,HDFC,1174,29,1203,2548593.95
CL842965,INE062A01020,SBIN,1181,0,1181,1078270.97
CL362483,INE018A01030,LT,2615,0,2615,5104554.22
CL486496,INE062A01020,SBIN,2980,0,2980,7804229.61
CL011468,INE238A01026,AXISBANK,237,0,237,697993.21
CL965039,INE018A01030,LT,2657,0,2657,4864140.1
CL816171,INE155A01022,TATAMOTORS,325,0,325,791298.31
CL878873,INE018A01030,LT,814,0,814,744034.75
CL933022,INE001A01036,HDFC,990,0,990,571527.92
CL344871,INE155A01022,TATAMOTORS,129,141,270,431826.47
CL379524,INE238A01026,AXISBANK,979,0,979,1635901.15
CL282533,INE090A01021,ICICIBANK,2731,0,2731,1411776.95
CL503766,INE154A01025,ITC,1605,0,1605,1237964.17
CL914293,INE001A01036,HDFC,2125,0,2125,1449550.3
CL198690,INE237A01028,KOTAKBANK,2738,0,2738,698583.38
CL091618,INE155A01022,TATAMOTORS,1489,0,1489,2924011.65
CL858763,INE018A01030,LT,1958,0,1958,2585900.6
CL599360,INE001A01036,HDFC,172,0,172,502259.59
CL101212,INE002A01018,RELIANCE,1493,0,1493,1006364.19
CL086281,INE237A01028,KOTAKBANK,1781,155,1936,3602350.18
CL442561,INE062A01020,SBIN,2302,5,2307,6296472.09
CL971939,INE062A01020,SBIN,1352,0,1352,1156056.57
CL610775,INE018A01030,LT,1808,0,1808,3414973.35
CL137808,INE154A01025,ITC,2163,0,2163,867510.05
CL365871,INE002A01018,RELIANCE,1059,0,1059,505101.59
CL170227,INE018A01030,LT,863,126,989,1143220.06
CL095218,INE237A01028,KOTAKBANK,2402,0,2402,1610695.36
CL615477,INE238A01026,AXISBANK,1257,0,1257,2728497.04
CL691589,INE155A01022,TATAMOTORS,1313,0,1313,3587881.47
CL751835,INE018A01030,LT,2569,0,2569,832187.67
CL089510,INE237A01028,KOTAKBANK,2447,0,2447,3407076.39
CL017994,INE001A01036,HDFC,1547,0,1547,1449924.97
CL343827,INE002A01018,RELIANCE,1189,0,1189,163106.44
CL078881,INE009A01021,INFY,1140,0,1140,1139295.82
CL050548,INE237A01028,KOTAKBANK,2007,0,2007,5338466.02
CL805289,INE002A01018,RELIANCE,2606,82,2688,1209134.11
CL489327,INE001A01036,HDFC,2326,0,2326,5488302.56
CL172527,INE090A01021,ICICIBANK,251,0,251,727066.34
CL733171,INE001A01036,HDFC,191,123,314,335452.32
CL737400,INE237A01028,KOTAKBANK,761,0,761,2193867.59
CL864952,INE018A01030,LT,1259,262,1521,1464764.81
CL373906,INE154A01025,ITC,2362,0,2362,391401.36
CL960643,INE154A01025,ITC,1751,0,1751,3822768.88
CL400650,INE237A01028,KOTAKBANK,2005,0,2005,3681503.58
CL979690,INE238A01026,AXISBANK,2351,0,2351,3665580.98
CL375906,INE237A01028,KOTAKBANK,2835,0,2835,8446974.8
CL740581,INE001A01036,HDFC,1487,0,1487,3856240.87
CL241307,INE018A01030,LT,262,0,262,170627.78
CL494212,INE237A01028,KOTAKBANK,1283,0,1283,3754859.55
CL099196,INE237A01028,KOTAKBANK,2320,103,2423,939863.71
CL401279,INE062A01020,SBIN,250,0,250,463352.32
CL997369,INE238A01026,AXISBANK,2321,0,2321,6607504.15
CL924559,INE154A01025,ITC,2053,0,2053,1683549.64
CL472050,INE154A01025,ITC,1757,0,1757,3819386.87
CL653146,INE062A01020,SBIN,2980,117,3097,6786293.49
CL373286,INE018A01030,LT,1936,0,1936,216307.26
CL377913,INE009A01021,INFY,292,0,292,328541.78
CL324508,INE002A01018,RELIANCE,273,59,332,142029.55
CL092429,INE009A01021,INFY,1111,0,1111,140369.96
CL743771,INE090A01021,ICICIBANK,1552,0,1552,1340634.92
CL075038,INE002A01018,RELIANCE,2667,0,2667,7596007.9
CL814352,INE090A01021,ICICIBANK,1451,177,1628,4724114.47
CL776363,INE018A01030,LT,589,0,589,905100.37
CL891401,INE062A01020,SBIN,300,242,542,1222463.37
CL051669,INE155A01022,TATAMOTORS,2634,0,2634,6769115.87
CL915431,INE154A01025,ITC,2336,0,2336,4337788.91
CL314897,INE155A01022,TATAMOTORS,2213,0,2213,5505411.52
CL973900,INE090A01021,ICICIBANK,2060,141,2201,725610.14
CL739301,INE002A01018,RELIANCE,496,0,496,883117.26
CL580515,INE090A01021,ICICIBANK,2238,24,2262,1363288.26
CL398965,INE090A01021,ICICIBANK,345,0,345,718241.05
CL496970,INE001A01036,HDFC,849,0,849,2458002.59
CL530831,INE002A01018,RELIANCE,2672,0,2672,6952241.68
CL939103,INE062A01020,SBIN,795,0,795,2303744.39
CL582756,INE062A01020,SBIN,1991,0,1991,5954930.54
CL622973,INE155A01022,TATAMOTORS,2004,0,2004,5450338.13
CL077021,INE018A01030,LT,874,0,874,802817.41
CL267602,INE009A01021,INFY,978,0,978,775939.25
CL668111,INE238A01026,AXISBANK,1114,261,1375,328290.55
CL409521,INE238A01026,AXISBANK,1786,0,1786,1936346.03
CL710799,INE155A01022,TATAMOTORS,1824,0,1824,5054619.35
CL701660,INE238A01026,AXISBANK,1218,0,1218,3070329.8
CL757757,INE018A01030,LT,2294,104,2398,1052031.64
CL501640,INE237A01028,KOTAKBANK,1005,55,1060,365060.37
CL005980,INE237A01028,KOTAKBANK,539,99,638,271057.73
CL345926,INE001A01036,HDFC,2376,129,2505,5244023.9
CL463168,INE002A01018,RELIANCE,2255,6,2261,2057519.47
CL758527,INE154A01025,ITC,1474,0,1474,3198685.06
CL241347,INE238A01026,AXISBANK,2187,130,2317,4681333.24
CL266727,INE238A01026,AXISBANK,545,0,545,1574990.14
CL750312,INE018A01030,LT,2729,0,2729,1899746.02
CL890884,INE238A01026,AXISBANK,1902,0,1902,844737.9
CL418586,INE062A01020,SBIN,39,251,290,719513.59
CL200669,INE238A01026,AXISBANK,778,0,778,1926432.38
CL970907,INE002A01018,RELIANCE,289,15,304,657752.68
CL475441,INE009A01021,INFY,2977,0,2977,1185860.62
CL969999,INE002A01018,RELIANCE,2994,157,3151,2357347.94
CL571178,INE009A01021,INFY,2794,104,2898,6922256.0
CL951213,INE001A01036,HDFC,359,0,359,250435.04
CL682694,INE018A01030,LT,443,0,443,426292.12
CL419057,INE237A01028,KOTAKBANK,2672,57,2729,4831580.51
CL153291,INE237A01028,KOTAKBANK,276,0,276,752528.9
CL520512,INE062A01020,SBIN,2032,0,2032,5093484.56
CL665409,INE155A01022,TATAMOTORS,1665,286,1951,1489099.91
CL557554,INE237A01028,KOTAKBANK,2286,0,2286,3950079.82
CL430126,INE154A01025,ITC,598,0,598,1690725.54
CL261328,INE002A01018,RELIANCE,585,0,585,173104.65
CL126834,INE090A01021,ICICIBANK,126,102,228,300487.64
CL150280,INE002A01018,RELIANCE,1204,0,1204,1411816.24
CL435657,INE154A01025,ITC,2808,0,2808,515536.08
CL306033,INE238A01026,AXISBANK,2991,0,2991,6614940.21
CL150919,INE018A01030,LT,2817,0,2817,1389002.09
CL595549,INE009A01021,INFY,1781,0,1781,1117605.94
CL951449,INE018A01030,LT,1443,0,1443,2903212.93
CL666774,INE154A01025,ITC,1703,0,1703,996729.23
CL395556,INE090A01021,ICICIBANK,770,0,770,1126704.05
CL905893,INE238A01026,AXISBANK,2523,0,2523,6310338.6
CL818692,INE001A01036,HDFC,2055,0,2055,3661486.75
CL329184,INE062A01020,SBIN,1544,0,1544,3107179.83
CL635759,INE009A01021,INFY,2658,97,2755,4560446.17
CL803849,INE062A01020,SBIN,2138,0,2138,1080691.48
CL104262,INE001A01036,HDFC,2087,0,2087,3156221.61
CL345526,INE001A01036,HDFC,840,0,840,338020.75
CL655309,INE002A01018,RELIANCE,1268,0,1268,1924162.35
CL353328,INE002A01018,RELIANCE,987,0,987,496699.31
CL367531,INE154A01025,ITC,1754,0,1754,4982469.91
CL377517,INE155A01022,TATAMOTORS,103,291,394,1052860.99
CL610677,INE018A01030,LT,364,0,364,432352.87
CL804623,INE001A01036,HDFC,1945,0,1945,4974847.88
CL877893,INE018A01030,LT,2296,0,2296,240917.63
