txn_dt,brkr_id,cli_id,scrip,direction,units,rate_inr,net_val_inr
24/11/2025,OMEGA_BROKING,CL725477,HDFC,S,236,1438.64,339519.04
11-24-2025,BETA_INVEST,CL912282,AXISBANK,S,341,388.13,132352.33
25-Nov-25,ALPHA_SEC,CL298885,AXISBANK,S,126,389.21,49040.46
24-Nov-25,OMEGA_BROKING,CL646287,KOTAKBANK,S,112,1840.32,206115.84
25/11/2025,OMEGA_BROKING,CL569572,AXISBANK,B,213,1368.52,291494.76
26-Nov-25,ALPHA_SEC,CL611594,AXISBANK,B,334,1694.56,565983.04
2025-11-22,DELTA_TRADES,CL246711,TATAMOTORS,S,109,1385.48,151017.32
21-Nov-25,ALPHA_SEC,CL058345,LT,B,313,2729.95,854474.35
11-23-2025,BETA_INVEST,CL522031,HDFC,S,34,1900.08,64602.72
24/11/2025,OMEGA_BROKING,CL616186,TATAMOTORS,S,241,1937.14,466850.74
2025-11-26,BETA_INVEST,CL059884,AXISBANK,S,225,1814.68,408303.0
11-23-2025,DELTA_TRADES,CL010412,ITC,B,215,946.84,203570.6
25-Nov-25,BETA_INVEST,CL937782,AXISBANK,B,202,332.9,67245.8
11-26-2025,DELTA_TRADES,CL997102,ICICIBANK,B,309,1639.17,506503.53
2025-11-23,OMEGA_BROKING,CL576563,TATAMOTORS,S,132,114.1,15061.2
2025-11-21,DELTA_TRADES,CL580489,INFY,S,334,1213.6,405342.4
11-23-2025,BETA_INVEST,CL347126,SBIN,S,227,2341.82,531593.14
20/11/2025,OMEGA_BROKING,CL304446,ICICIBANK,B,275,1243.67,342009.25
21/11/2025,BETA_INVEST,CL823132,INFY,B,35,131.18,4591.3
22-Nov-25,OMEGA_BROKING,CL659918,INFY,B,280,1160.17,324847.6
22-Nov-25,ALPHA_SEC,CL137674,TATAMOTORS,S,83,877.87,72863.21
11-23-2025,DELTA_TRADES,CL387593,HDFC,S,11,1163.05,12793.55
20-Nov-25,ALPHA_SEC,CL609992,KOTAKBANK,S,165,1831.6,302214.0
11-22-2025,ALPHA_SEC,CL670611,KOTAKBANK,B,211,225.0,47475.0
2025-11-24,DELTA_TRADES,CL035528,LT,B,265,489.67,129762.55
24/11/2025,ALPHA_SEC,CL191238,LT,B,174,141.54,24627.96
11-23-2025,ALPHA_SEC,CL364587,AXISBANK,B,265,480.01,127202.65
11-26-2025,OMEGA_BROKING,CL119424,KOTAKBANK,B,173,1883.84,325904.32
11-26-2025,DELTA_TRADES,CL662905,SBIN,S,297,1485.73,441261.81
23-Nov-25,BETA_INVEST,CL603211,TATAMOTORS,B,368,1505.36,553972.48
11-20-2025,DELTA_TRADES,CL326061,LT,B,233,1789.07,416853.31
2025-11-23,OMEGA_BROKING,CL618486,INFY,B,381,2761.95,1052302.95
2025-11-23,BETA_INVEST,CL492722,LT,B,124,2199.97,272796.28
21-Nov-25,BETA_INVEST,CL362031,KOTAKBANK,S,163,478.86,78054.18
20/11/2025,ALPHA_SEC,CL943520,ITC,S,311,1466.29,456016.19
26/11/2025,DELTA_TRADES,CL671097,AXISBANK,B,102,1091.0,111282.0
22-Nov-25,DELTA_TRADES,CL260509,KOTAKBANK,B,372,590.0,219480.0
2025-11-21,BETA_INVEST,CL787396,ITC,B,28,364.11,10195.08
2025-11-23,BETA_INVEST,CL255453,LT,S,303,2695.69,816794.07
2025-11-24,DELTA_TRADES,CL766956,HDFC,S,351,1418.82,498005.82
25/11/2025,BETA_INVEST,CL516025,SBIN,B,238,2601.17,619078.46
26/11/2025,OMEGA_BROKING,CL837271,KOTAKBANK,B,96,2285.98,219454.08
11-24-2025,ALPHA_SEC,CL663863,ICICIBANK,B,40,1239.01,49560.4
22/11/2025,DELTA_TRADES,CL047331,HDFC,S,97,629.27,61039.19
20-Nov-25,OMEGA_BROKING,CL647038,RELIANCE,B,209,1709.2,357222.8
11-26-2025,BETA_INVEST,CL982681,ICICIBANK,B,156,1518.87,236943.72
2025-11-26,DELTA_TRADES,CL454643,HDFC,S,374,2396.52,896298.48
20-Nov-25,OMEGA_BROKING,CL711341,TATAMOTORS,B,41,1463.68,60010.88
11-20-2025,ALPHA_SEC,CL150809,SBIN,B,400,1777.1,710840.0
22-Nov-25,DELTA_TRADES,CL156725,SBIN,B,110,2426.7,266937.0
11-25-2025,BETA_INVEST,CL519533,TATAMOTORS,S,292,1627.95,475361.4
24-Nov-25,BETA_INVEST,CL284308,LT,B,154,2121.87,326767.98
2025-11-21,OMEGA_BROKING,CL436921,INFY,S,124,2235.73,277230.52
22-Nov-25,DELTA_TRADES,CL746884,KOTAKBANK,B,385,2475.43,953040.55
2025-11-26,DELTA_TRADES,CL525772,KOTAKBANK,B,211,2489.69,525324.59
2025-11-23,DELTA_TRADES,CL685295,RELIANCE,S,356,219.44,78120.64
11-23-2025,ALPHA_SEC,CL170608,LT,B,196,1535.42,300942.32
11-26-2025,OMEGA_BROKING,CL066607,INFY,B,151,2713.24,409699.24
2025-11-24,DELTA_TRADES,CL081065,ICICIBANK,S,294,977.8,287473.2
11-23-2025,DELTA_TRADES,CL856020,SBIN,S,133,109.75,14596.75
2025-11-29,ALPHA_SEC,CL253055,ITC,S,19,1354.97,25744.43
11-20-2025,DELTA_TRADES,CL055428,AXISBANK,S,154,2108.47,324704.38
23/11/2025,DELTA_TRADES,CL316144,ITC,S,102,874.75,
20/11/2025,DELTA_TRADES,CL492643,RELIANCE,S,334,922.95,308265.3
2025-11-22,DELTA_TRADES,CL235752,SBIN,S,199,903.27,179750.73
23/11/2025,OMEGA_BROKING,CL966784,ITC,S,125,990.25,123781.25
21-Nov-25,OMEGA_BROKING,CL360854,ITC,B,255,2565.04,654085.2
11-23-2025,ALPHA_SEC,CL983878,RELIANCE,S,38,1059.92,40276.96
24-Nov-25,ALPHA_SEC,CL765868,INFY,B,399,1724.94,688251.06
21/11/2025,ALPHA_SEC,CL898980,ITC,B,185,240.73,44535.05
23-Nov-25,DELTA_TRADES,CL852016,LT,S,174,1959.16,340893.84
21/11/2025,ALPHA_SEC,CL791597,INFY,B,126,1719.88,216704.88
26-Nov-25,DELTA_TRADES,CL423844,ICICIBANK,S,197,1795.83,353778.51
2025-11-22,ALPHA_SEC,CL318248,AXISBANK,S,158,2476.99,391364.42
23-Nov-25,DELTA_TRADES,CL615306,INFY,S,148,466.13,68987.24
11-23-2025,DELTA_TRADES,CL953247,RELIANCE,S,237,623.65,147805.05
2025-11-25,BETA_INVEST,CL338448,AXISBANK,S,286,849.15,242856.9
23/11/2025,BETA_INVEST,CL430126,ICICIBANK,B,397,1727.14,685674.58
11-20-2025,BETA_INVEST,CL522404,HDFC,B,84,2380.25,199941.0
2025-11-26,DELTA_TRADES,CL304618,INFY,S,19,1680.78,31934.82
22/11/2025,ALPHA_SEC,CL694460,AXISBANK,B,340,1581.24,537621.6
11-24-2025,DELTA_TRADES,CL651023,RELIANCE,S,325,430.57,139935.25
21-Nov-25,ALPHA_SEC,CL799605,INFY,B,239,1352.77,323312.03
11-29-2025,BETA_INVEST,CL644233,INFY,B,27,1983.5,53554.5
20-Nov-25,BETA_INVEST,CL667980,ICICIBANK,S,84,670.14,56291.76
22/11/2025,DELTA_TRADES,CL763615,SBIN,B,68,572.17,38907.56
23/11/2025,BETA_INVEST,CL327517,HDFC,B,378,575.9,217690.2
24-Nov-25,BETA_INVEST,CL112372,ICICIBANK,S,35,176.0,6160.0
20-Nov-25,OMEGA_BROKING,CL282166,ICICIBANK,S,379,1603.64,514550.03
23/11/2025,DELTA_TRADES,CL541470,AXISBANK,S,203,820.1,166480.3
25/11/2025,OMEGA_BROKING,CL173010,ICICIBANK,S,165,608.87,100463.55
23-Nov-25,OMEGA_BROKING,CL062551,ITC,B,288,656.6,189100.8
21-Nov-25,BETA_INVEST,CL584987,AXISBANK,S,151,508.27,76748.77
2025-11-20,DELTA_TRADES,CL788790,HDFC,B,222,2592.19,575466.18
11-25-2025,DELTA_TRADES,CL166810,SBIN,S,360,2660.21,957675.6
20/11/2025,BETA_INVEST,CL441975,LT,S,125,1379.92,172490.0
2025-11-22,OMEGA_BROKING,CL676952,ITC,B,385,533.62,205443.7
11-26-2025,ALPHA_SEC,CL918241,AXISBANK,S,323,2758.55,891011.65
11-24-2025,BETA_INVEST,CL173211,ITC,S,282,1264.01,356450.82
20-Nov-25,ALPHA_SEC,CL942868,INFY,S,274,205.08,56191.92
25/11/2025,DELTA_TRADES,CL737475,LT,B,230,1279.74,294340.2
20/11/2025,DELTA_TRADES,CL619788,INFY,S,255,1972.43,502969.65
2025-11-22,DELTA_TRADES,CL432979,ITC,B,387,1975.42,764487.54
2025-11-24,ALPHA_SEC,CL156213,RELIANCE,B,370,766.15,283475.5
11-22-2025,DELTA_TRADES,CL122034,HDFC,S,211,348.26,73482.86
20/11/2025,OMEGA_BROKING,CL394847,HDFC,B,222,1187.86,263704.92
11-22-2025,OMEGA_BROKING,CL975894,ITC,B,298,669.05,199376.9
26/11/2025,DELTA_TRADES,CL476536,LT,B,14,217.3,3042.2
11-21-2025,DELTA_TRADES,CL942444,AXISBANK,S,337,1020.68,343969.16
26/11/2025,ALPHA_SEC,CL333630,INFY,B,122,898.17,109576.74
11-26-2025,ALPHA_SEC,CL471146,SBIN,S,108,233.35,25201.8
2025-11-21,BETA_INVEST,CL969320,LT,B,391,2799.71,1094686.61
2025-11-23,DELTA_TRADES,CL127086,ICICIBANK,S,391,790.61,309128.51
25/11/2025,OMEGA_BROKING,CL265529,ICICIBANK,B,399,1352.8,539767.2
11-25-2025,OMEGA_BROKING,CL627047,TATAMOTORS,S,189,2506.64,473754.96
23-Nov-25,BETA_INVEST,CL995804,RELIANCE,B,12,705.53,8466.36
25-Nov-25,BETA_INVEST,CL487811,TATAMOTORS,B,43,2530.96,108831.28
24-Nov-25,OMEGA_BROKING,CL450474,HDFC,S,230,1270.51,292217.3
11-20-2025,BETA_INVEST,CL282190,TATAMOTORS,B,87,159.64,13888.68
26/11/2025,ALPHA_SEC,CL251634,ICICIBANK,S,180,2119.22,
11-22-2025,OMEGA_BROKING,CL531676,HDFC,B,353,2252.05,794973.65
11-20-2025,OMEGA_BROKING,CL644536,ITC,B,281,1558.79,438019.99
2025-11-23,OMEGA_BROKING,CL414700,TATAMOTORS,B,116,1792.18,207892.88
23-Nov-25,DELTA_TRADES,CL129675,AXISBANK,S,375,1335.66,500872.5
2025-11-26,ALPHA_SEC,CL515111,KOTAKBANK,B,233,2611.61,
11-26-2025,BETA_INVEST,CL310300,ITC,B,385,2213.63,852247.55
2025-11-29,OMEGA_BROKING,CL936842,KOTAKBANK,B,62,2513.32,155825.84
11-23-2025,DELTA_TRADES,CL768110,KOTAKBANK,B,197,1839.6,362401.2
26/11/2025,ALPHA_SEC,CL131425,AXISBANK,S,349,1080.69,346802.85
24-Nov-25,OMEGA_BROKING,CL449667,LT,S,312,2531.26,789753.12
24/11/2025,BETA_INVEST,CL200186,ITC,B,276,1656.37,457158.12
26-Nov-25,ALPHA_SEC,CL404822,ITC,B,6,2632.64,15795.84
2025-11-25,DELTA_TRADES,CL280446,HDFC,B,163,1186.28,193363.64
25/11/2025,ALPHA_SEC,CL970394,ITC,S,294,1024.77,301282.38
2025-11-20,OMEGA_BROKING,CL047537,RELIANCE,S,194,980.96,190306.24
11-20-2025,ALPHA_SEC,CL259291,INFY,S,367,108.88,39958.96
2025-11-20,BETA_INVEST,CL824503,SBIN,B,128,1611.21,206234.88
20/11/2025,DELTA_TRADES,CL907193,ITC,S,27,2287.4,61759.8
2025-11-24,OMEGA_BROKING,CL612388,AXISBANK,S,195,2389.15,465884.25
2025-11-23,ALPHA_SEC,CL363972,TATAMOTORS,B,71,1975.64,140270.44
2025-11-25,ALPHA_SEC,CL093072,RELIANCE,S,220,2075.23,456550.6
11-21-2025,BETA_INVEST,CL818651,ITC,S,361,1837.97,663507.17
2025-11-25,BETA_INVEST,CL406929,TATAMOTORS,S,48,2065.89,99162.72
23/11/2025,ALPHA_SEC,CL080674,SBIN,B,327,2561.14,837492.78
21-Nov-25,OMEGA_BROKING,CL071318,HDFC,B,369,2104.52,
11-21-2025,BETA_INVEST,CL526296,INFY,B,188,365.3,68676.4
2025-11-20,ALPHA_SEC,CL734560,INFY,S,394,780.62,307564.28
2025-11-29,ALPHA_SEC,CL759954,AXISBANK,S,126,766.29,96552.54
22-Nov-25,ALPHA_SEC,CL103793,RELIANCE,B,386,2146.54,828564.44
2025-11-20,DELTA_TRADES,CL541581,ICICIBANK,S,255,1478.19,376938.45
23/11/2025,ALPHA_SEC,CL705713,LT,S,8,1804.84,14438.72
2025-11-29,ALPHA_SEC,CL379540,SBIN,B,241,363.9,87699.9
24/11/2025,OMEGA_BROKING,CL036738,ICICIBANK,S,289,1714.11,495377.79
11-24-2025,ALPHA_SEC,CL826890,KOTAKBANK,B,369,851.42,314173.98
21/11/2025,BETA_INVEST,CL342824,TATAMOTORS,B,251,472.57,118615.07
2025-11-25,ALPHA_SEC,CL165153,TATAMOTORS,S,362,274.45,99350.9
25/11/2025,DELTA_TRADES,CL911715,TATAMOTORS,S,138,385.71,53227.98
22/11/2025,ALPHA_SEC,CL597558,HDFC,S,310,1796.17,556812.7
2025-11-24,BETA_INVEST,CL112749,RELIANCE,B,281,300.85,84538.85
11-22-2025,ALPHA_SEC,CL683195,INFY,B,367,2729.88,1001865.96
2025-11-20,OMEGA_BROKING,CL495053,SBIN,S,311,512.98,159536.78
2025-11-25,BETA_INVEST,CL590592,RELIANCE,B,326,2207.38,719605.88
24-Nov-25,BETA_INVEST,CL440064,KOTAKBANK,S,205,1980.23,405947.15
21/11/2025,ALPHA_SEC,CL969503,LT,B,337,2133.28,718915.36
25/11/2025,DELTA_TRADES,CL893181,INFY,B,238,1251.14,297771.32
24/11/2025,BETA_INVEST,CL303326,LT,S,208,256.72,53397.76
22-Nov-25,OMEGA_BROKING,CL920150,KOTAKBANK,B,277,2616.14,724670.78
29/11/2025,BETA_INVEST,CL921389,LT,S,16,1394.05,22304.8
29/11/2025,BETA_INVEST,CL932968,LT,B,22,1365.78,30047.16
29-Nov-25,ALPHA_SEC,CL264666,RELIANCE,S,312,445.54,139008.48
22/11/2025,DELTA_TRADES,CL008852,AXISBANK,S,132,2400.88,316916.16
11-22-2025,DELTA_TRADES,CL545662,SBIN,B,89,2659.87,236728.43
21/11/2025,BETA_INVEST,CL663258,INFY,B,164,2658.17,435939.88
22/11/2025,BETA_INVEST,CL244868,RELIANCE,S,287,1172.55,336521.85
20-Nov-25,BETA_INVEST,CL945344,KOTAKBANK,S,395,1382.47,546075.65
22/11/2025,BETA_INVEST,CL152173,KOTAKBANK,S,277,2134.31,591203.87
20-Nov-25,BETA_INVEST,CL573262,HDFC,S,74,1241.39,91862.86
2025-11-25,DELTA_TRADES,CL135287,RELIANCE,B,342,101.99,34880.58
24/11/2025,OMEGA_BROKING,CL465921,SBIN,S,176,1300.94,228965.44
23/11/2025,ALPHA_SEC,CL582118,ICICIBANK,S,53,110.97,5881.41
22-Nov-25,ALPHA_SEC,CL304691,RELIANCE,B,333,1474.71,491078.43
22/11/2025,ALPHA_SEC,CL741132,INFY,B,19,1307.9,24850.1
11-22-2025,DELTA_TRADES,CL050550,TATAMOTORS,B,113,1524.65,172285.45
11-20-2025,ALPHA_SEC,CL736071,AXISBANK,S,156,2761.31,430764.36
25/11/2025,ALPHA_SEC,CL696341,TATAMOTORS,S,45,1400.52,63023.4
22/11/2025,BETA_INVEST,CL279755,INFY,S,211,152.06,32084.66
2025-11-26,BETA_INVEST,CL597266,ITC,S,188,697.34,131099.92
2025-11-29,OMEGA_BROKING,CL855273,TATAMOTORS,B,335,1896.36,635280.6
26-Nov-25,DELTA_TRADES,CL414408,ITC,B,104,2265.96,235659.84
21/11/2025,ALPHA_SEC,CL348260,HDFC,S,378,812.19,307007.82
24/11/2025,BETA_INVEST,CL389064,KOTAKBANK,S,85,1908.18,
2025-11-21,OMEGA_BROKING,CL457207,HDFC,S,139,935.78,130073.42
11-21-2025,OMEGA_BROKING,CL179172,HDFC,B,277,366.13,101418.01
24/11/2025,BETA_INVEST,CL330158,KOTAKBANK,B,277,2355.75,652542.75
26-Nov-25,DELTA_TRADES,CL948745,INFY,B,329,2583.45,849955.05
23/11/2025,ALPHA_SEC,CL303987,RELIANCE,S,348,865.06,301040.88
11-24-2025,BETA_INVEST,CL622288,KOTAKBANK,B,287,1676.55,481169.85
2025-11-20,DELTA_TRADES,CL212213,RELIANCE,B,266,700.5,186333.0
29/11/2025,ALPHA_SEC,CL999095,SBIN,B,131,556.8,72940.8
11-23-2025,DELTA_TRADES,CL844951,SBIN,S,56,2745.34,153739.04
11-20-2025,ALPHA_SEC,CL663080,KOTAKBANK,S,181,2126.98,384983.38
20-Nov-25,ALPHA_SEC,CL501355,ICICIBANK,B,386,2537.2,979359.2
26-Nov-25,OMEGA_BROKING,CL751029,ITC,S,222,1953.56,433690.32
24/11/2025,ALPHA_SEC,CL944779,SBIN,B,222,2344.91,520570.02
2025-11-29,DELTA_TRADES,CL955037,HDFC,S,245,2460.83,602903.35
2025-11-21,ALPHA_SEC,CL527696,RELIANCE,B,220,2489.11,547604.2
22/11/2025,BETA_INVEST,CL513622,HDFC,S,97,2285.4,221683.8
11-25-2025,BETA_INVEST,CL264974,HDFC,S,87,1398.89,121703.43
26-Nov-25,OMEGA_BROKING,CL362951,RELIANCE,B,183,1312.86,240253.38
22-Nov-25,OMEGA_BROKING,CL533822,LT,B,174,1563.38,272028.12
11-29-2025,OMEGA_BROKING,CL262489,ITC,S,213,1827.93,389349.09
2025-11-21,BETA_INVEST,CL921351,ITC,S,255,1066.87,272051.85
26/11/2025,BETA_INVEST,CL175991,INFY,B,390,553.11,215712.9
26/11/2025,DELTA_TRADES,CL273958,ITC,B,311,2735.44,850721.84
26-Nov-25,ALPHA_SEC,CL928281,SBIN,B,296,1394.78,412854.88
26/11/2025,DELTA_TRADES,CL771332,KOTAKBANK,S,37,438.97,16241.89
26-Nov-25,BETA_INVEST,CL759717,RELIANCE,S,400,1486.64,594656.0
29/11/2025,BETA_INVEST,CL905912,KOTAKBANK,S,175,1469.01,257076.75
21/11/2025,DELTA_TRADES,CL077861,KOTAKBANK,S,336,128.47,43165.92
11-22-2025,OMEGA_BROKING,CL639971,SBIN,S,93,2610.39,242766.27
11-24-2025,BETA_INVEST,CL601112,AXISBANK,S,107,779.63,83420.41
11-24-2025,BETA_INVEST,CL618802,AXISBANK,B,80,148.02,11841.6
26/11/2025,ALPHA_SEC,CL973488,ICICIBANK,S,342,897.96,307102.32
2025-11-20,ALPHA_SEC,CL935297,SBIN,B,255,1240.47,316319.85
2025-11-29,BETA_INVEST,CL632875,SBIN,B,182,2453.59,446553.38
24/11/2025,BETA_INVEST,CL998721,ITC,B,359,1837.44,659640.96
21-Nov-25,DELTA_TRADES,CL911301,TATAMOTORS,S,375,2354.92,883095.0
29-Nov-25,BETA_INVEST,CL625271,KOTAKBANK,S,358,799.03,286052.74
2025-11-23,BETA_INVEST,CL169768,AXISBANK,B,187,1180.18,220693.66
29-Nov-25,ALPHA_SEC,CL835941,ICICIBANK,S,360,1132.72,407779.2
2025-11-25,BETA_INVEST,CL154176,KOTAKBANK,S,114,1700.77,193887.78
21-Nov-25,BETA_INVEST,CL513824,LT,B,146,2030.44,296444.24
25/11/2025,BETA_INVEST,CL014563,AXISBANK,B,198,1594.35,315681.3
20/11/2025,DELTA_TRADES,CL676063,TATAMOTORS,B,182,1165.16,212059.12
24-Nov-25,ALPHA_SEC,CL363976,LT,B,392,1422.33,557553.36
11-20-2025,OMEGA_BROKING,CL240658,RELIANCE,B,299,352.48,105391.52
2025-11-22,ALPHA_SEC,CL696555,KOTAKBANK,B,326,400.98,130719.48
26/11/2025,DELTA_TRADES,CL787180,LT,B,175,2462.37,430914.75
24/11/2025,BETA_INVEST,CL996574,SBIN,B,211,618.71,130547.81
24/11/2025,DELTA_TRADES,CL957375,KOTAKBANK,S,345,2781.59,959648.55
22/11/2025,DELTA_TRADES,CL284923,KOTAKBANK,S,200,1021.79,204358.0
2025-11-20,OMEGA_BROKING,CL837729,AXISBANK,S,171,1285.63,219842.73
2025-11-22,ALPHA_SEC,CL093883,AXISBANK,B,61,2644.32,161303.52
2025-11-24,DELTA_TRADES,CL788995,ICICIBANK,S,288,1229.69,354150.72
2025-11-24,BETA_INVEST,CL131565,ITC,B,317,2631.63,834226.71
29-Nov-25,DELTA_TRADES,CL942069,AXISBANK,S,321,858.81,275678.01
11-26-2025,BETA_INVEST,CL609382,AXISBANK,B,290,990.01,287102.9
20/11/2025,BETA_INVEST,CL998889,HDFC,S,370,1753.15,648665.5
20-Nov-25,ALPHA_SEC,CL670939,SBIN,B,2,250.96,501.92
11-24-2025,OMEGA_BROKING,CL505863,ICICIBANK,B,55,1358.65,74725.75
2025-11-22,BETA_INVEST,CL504931,LT,S,378,140.18,52988.04
25/11/2025,DELTA_TRADES,CL629047,INFY,B,316,566.64,179058.24
21-Nov-25,BETA_INVEST,CL421344,SBIN,B,175,1676.22,293338.5
2025-11-22,DELTA_TRADES,CL085639,ICICIBANK,S,182,2413.0,607729.76
2025-11-25,OMEGA_BROKING,CL463065,SBIN,B,48,2238.84,107464.32
2025-11-22,DELTA_TRADES,CL665335,AXISBANK,B,304,860.54,261604.16
11-22-2025,ALPHA_SEC,CL437527,ICICIBANK,B,28,2725.74,100245.22
22-Nov-25,OMEGA_BROKING,CL486335,ITC,S,5,1768.98,8844.9
26-Nov-25,DELTA_TRADES,CL461137,KOTAKBANK,B,48,406.25,19500.0
21/11/2025,DELTA_TRADES,CL377185,ITC,B,326,1494.18,487102.68
11-20-2025,DELTA_TRADES,CL510205,TATAMOTORS,S,148,1555.32,230187.36
11-20-2025,BETA_INVEST,CL145419,ICICIBANK,B,141,2132.83,
25-Nov-25,OMEGA_BROKING,CL797769,ITC,B,184,2523.04,464239.36
22/11/2025,OMEGA_BROKING,CL762160,INFY,B,307,800.25,245676.75
11-25-2025,ALPHA_SEC,CL381944,AXISBANK,B,240,2326.8,558432.0
2025-11-26,ALPHA_SEC,CL095504,KOTAKBANK,S,327,904.87,295892.49
25/11/2025,DELTA_TRADES,CL141630,LT,S,226,2685.63,606952.38
11-21-2025,OMEGA_BROKING,CL293193,ICICIBANK,S,97,1333.39,129338.83
24/11/2025,OMEGA_BROKING,CL392315,INFY,S,61,2638.05,160921.05
21/11/2025,BETA_INVEST,CL776766,ICICIBANK,B,325,1391.77,452325.25
24-Nov-25,ALPHA_SEC,CL707468,ITC,B,195,1156.15,225449.25
2025-11-22,BETA_INVEST,CL098008,RELIANCE,S,389,2400.22,933685.58
22/11/2025,BETA_INVEST,CL262082,ICICIBANK,B,301,510.7,153720.7
11-23-2025,DELTA_TRADES,CL184729,ITC,S,240,949.61,139879.05
11-25-2025,ALPHA_SEC,CL807175,TATAMOTORS,S,119,1946.24,231602.56
23-Nov-25,OMEGA_BROKING,CL812812,KOTAKBANK,B,257,1502.73,521446.86
2025-11-24,OMEGA_BROKING,CL083831,AXISBANK,B,150,1242.93,
11-26-2025,ALPHA_SEC,CL732998,KOTAKBANK,B,347,405.09,140566.23
22-Nov-25,DELTA_TRADES,CL633973,LT,B,167,2156.59,360150.53
22-Nov-25,ALPHA_SEC,CL453531,HDFC,B,382,1256.85,480116.7
2025-11-26,DELTA_TRADES,CL359574,ICICIBANK,B,104,1036.77,107824.08
11-21-2025,DELTA_TRADES,CL349413,AXISBANK,B,13,1437.54,18688.02
20-Nov-25,OMEGA_BROKING,CL562040,LT,S,272,1749.65,475904.8
11-20-2025,OMEGA_BROKING,CL584535,KOTAKBANK,S,343,1276.58,437866.94
29-Nov-25,DELTA_TRADES,CL106117,ITC,B,234,1860.98,435469.32
25-Nov-25,OMEGA_BROKING,CL911528,LT,B,232,2761.04,640561.28
11-23-2025,BETA_INVEST,CL870356,RELIANCE,B,399,1754.09,699881.91
2025-11-23,BETA_INVEST,CL460207,LT,B,94,1119.81,105262.14
20/11/2025,DELTA_TRADES,CL721344,ITC,B,109,1758.47,191673.23
25/11/2025,OMEGA_BROKING,CL209641,INFY,B,298,1450.83,432347.34
2025-11-26,DELTA_TRADES,CL115863,TATAMOTORS,B,245,441.62,108196.9
23-Nov-25,DELTA_TRADES,CL303916,TATAMOTORS,B,300,2430.15,729045.0
2025-11-25,OMEGA_BROKING,CL014137,INFY,S,393,421.16,165515.88
2025-11-24,BETA_INVEST,CL804631,TATAMOTORS,B,95,1285.5,122122.5
2025-11-20,OMEGA_BROKING,CL722308,TATAMOTORS,S,139,1377.46,191466.94
23/11/2025,DELTA_TRADES,CL519840,RELIANCE,S,334,424.86,141903.24
2025-11-23,ALPHA_SEC,CL593549,AXISBANK,S,295,1514.26,446706.7
11-29-2025,ALPHA_SEC,CL151176,SBIN,S,147,2279.88,335142.36
29-Nov-25,BETA_INVEST,CL735231,SBIN,B,387,872.16,337525.92
11-26-2025,DELTA_TRADES,CL043889,AXISBANK,B,45,199.52,8978.4
22/11/2025,OMEGA_BROKING,CL119164,RELIANCE,S,124,2351.84,216374.06
26-Nov-25,ALPHA_SEC,CL230617,HDFC,B,183,389.84,71340.72
20-Nov-25,BETA_INVEST,CL940390,TATAMOTORS,S,88,2181.79,191997.52
21/11/2025,ALPHA_SEC,CL496026,HDFC,B,299,1047.38,313166.62
26-Nov-25,OMEGA_BROKING,CL037973,HDFC,B,222,2008.45,445875.9
20/11/2025,OMEGA_BROKING,CL346360,LT,B,387,1938.81,750319.47
2025-11-23,DELTA_TRADES,CL515520,ICICIBANK,B,263,879.34,
11-22-2025,ALPHA_SEC,CL461350,RELIANCE,S,280,2220.72,621801.6
2025-11-25,BETA_INVEST,CL152702,LT,S,60,1574.61,94476.6
2025-11-20,OMEGA_BROKING,CL063332,ICICIBANK,B,81,937.24,75916.44
2025-11-20,OMEGA_BROKING,CL395400,TATAMOTORS,B,306,2007.45,888998.29
24-Nov-25,OMEGA_BROKING,CL496348,INFY,B,314,2374.48,745586.72
24-Nov-25,ALPHA_SEC,CL759150,SBIN,S,295,228.32,67354.4
2025-11-23,BETA_INVEST,CL995978,KOTAKBANK,S,239,1693.09,404648.51
26/11/2025,OMEGA_BROKING,CL990944,LT,S,125,1122.16,140270.0
2025-11-26,OMEGA_BROKING,CL800803,ICICIBANK,S,214,120.46,25778.44
2025-11-20,BETA_INVEST,CL167852,SBIN,B,380,1292.97,491328.6
11-20-2025,ALPHA_SEC,CL493802,ITC,B,301,2746.7,826756.7
11-20-2025,OMEGA_BROKING,CL550920,LT,B,362,1884.18,682073.16
2025-11-26,DELTA_TRADES,CL338847,SBIN,S,38,2455.15,93295.7
20-Nov-25,DELTA_TRADES,CL517448,KOTAKBANK,S,87,205.67,17893.29
23/11/2025,BETA_INVEST,CL309083,ICICIBANK,S,360,2666.92,960091.2
2025-11-24,DELTA_TRADES,CL309348,SBIN,S,281,1055.02,296460.62
20-Nov-25,ALPHA_SEC,CL752553,LT,B,310,644.88,199912.8
23-Nov-25,OMEGA_BROKING,CL159763,HDFC,B,154,960.61,147933.94
11-26-2025,OMEGA_BROKING,CL573945,ICICIBANK,B,54,1279.8,69109.2
2025-11-26,DELTA_TRADES,CL390470,ICICIBANK,B,336,2190.15,735890.4
24/11/2025,OMEGA_BROKING,CL863129,INFY,B,164,647.57,106201.48
2025-11-25,DELTA_TRADES,CL966435,ITC,B,126,1520.64,191600.64
2025-11-20,ALPHA_SEC,CL513140,HDFC,S,19,1085.74,20629.06
11-21-2025,DELTA_TRADES,CL452144,HDFC,S,173,2717.24,470082.52
22/11/2025,OMEGA_BROKING,CL988621,TATAMOTORS,S,270,2131.37,575469.9
22-Nov-25,ALPHA_SEC,CL684896,KOTAKBANK,B,384,1459.15,560313.6
