TradeDate,Broker,ClientCode,Symbol,Side,Qty,Price,GrossAmount,ExchangeTradeID
2025-11-23,ALPHA_SEC,CL142247,SBIN,BUY,189,2220.27,419631.03,EX20251123009874
2025-11-26,ALPHA_SEC,CL246933,ICICIBANK,SELL,91,1533.79,139574.89,EX20251126009875
2025-11-25,BETA_INVEST,CL168854,ICICIBANK,BUY,14,976.62,13672.68,EX20251125009876
2025-11-24,DELTA_TRADES,CL881074,TATAMOTORS,BUY,352,600.67,211435.84,EX20251124009877
2025-11-21,ALPHA_SEC,CL912473,ICICIBANK,SELL,337,1562.05,526410.85,EX20251121009878
2025-11-29,ALPHA_SEC,CL851489,AXISBANK,SELL,451,1616.53,729055.03,EX20251129009879
2025-11-21,OMEGA_BROKING,CL532677,SBIN,SELL,304,2327.14,707450.56,EX20251121009880
2025-11-23,OMEGA_BROKING,CL618079,INFY,SELL,288,2806.91,808390.08,EX20251123009881
2025-11-23,BETA_INVEST,CL200695,ICICIBANK,SELL,363,2660.02,965587.26,EX20251123009882
2025-11-22,DELTA_TRADES,CL189934,HDFC,SELL,287,2235.53,641597.11,EX20251122009883
2025-11-20,BETA_INVEST,CL874208,LT,SELL,325,2768.22,899671.5,EX20251120009884
2025-11-21,ALPHA_SEC,CL867098,LT,SELL,238,1056.52,251451.76,EX20251121009885
2025-11-26,BETA_INVEST,CL326385,ICICIBANK,BUY,130,1793.72,233183.6,EX20251126009886
2025-11-20,DELTA_TRADES,CL790784,HDFC,SELL,255,1485.02,378680.1,EX20251120009887
2025-11-23,ALPHA_SEC,CL161766,LT,BUY,289,1077.18,311305.02,EX20251123009888
2025-11-26,ALPHA_SEC,CL621849,TATAMOTORS,BUY,112,2989.61,334836.32,EX20251126009889
2025-11-21,DELTA_TRADES,CL090900,SBIN,SELL,52,892.7,46420.4,EX20251121009890
2025-11-23,ALPHA_SEC,CL949819,LT,BUY,473,564.21,266871.33,EX20251123009891
2025-11-22,BETA_INVEST,CL217609,KOTAKBANK,BUY,94,2359.27,221771.38,EX20251122009892
2025-11-29,OMEGA_BROKING,CL324932,KOTAKBANK,SELL,8,1088.21,8705.68,EX20251129009893
2025-11-26,BETA_INVEST,CL629302,KOTAKBANK,SELL,176,2203.61,387835.36,EX20251126009894
2025-11-25,BETA_INVEST,CL952333,ITC,BUY,469,502.05,235461.45,EX20251125009895
2025-11-26,OMEGA_BROKING,CL393423,ITC,BUY,436,2839.11,1237851.96,EX20251126009896
2025-11-21,DELTA_TRADES,CL282942,AXISBANK,SELL,95,646.17,61386.15,EX20251121009897
2025-11-24,DELTA_TRADES,CL758031,SBIN,BUY,79,2974.45,234981.55,EX20251124009898
2025-11-22,DELTA_TRADES,CL528987,RELIANCE,SELL,382,299.73,114496.86,EX20251122009899
2025-11-24,ALPHA_SEC,CL123516,KOTAKBANK,SELL,486,2494.49,1212322.14,EX20251124009900
2025-11-24,DELTA_TRADES,CL621638,ITC,BUY,203,1510.05,306540.15,EX20251124009901
2025-11-22,DELTA_TRADES,CL270999,HDFC,BUY,449,1870.11,839679.39,EX20251122009902
2025-11-22,BETA_INVEST,CL953094,HDFC,BUY,375,708.83,265811.25,EX20251122009903
2025-11-22,OMEGA_BROKING,CL404165,ITC,BUY,319,1467.6,468164.4,EX20251122009904
2025-11-22,DELTA_TRADES,CL637242,AXISBANK,SELL,196,1969.71,386063.16,EX20251122009905
2025-11-20,ALPHA_SEC,CL493527,INFY,SELL,359,1115.99,400640.41,EX20251120009906
2025-11-23,ALPHA_SEC,CL316976,KOTAKBANK,BUY,321,2985.12,958223.52,EX20251123009907
2025-11-22,DELTA_TRADES,CL233604,SBIN,BUY,349,1860.07,649164.43,EX20251122009908
2025-11-22,DELTA_TRADES,CL665608,SBIN,SELL,102,2214.14,225842.28,EX20251122009909
2025-11-22,DELTA_TRADES,CL308913,KOTAKBANK,BUY,221,1449.13,320257.73,EX20251122009910
2025-11-21,BETA_INVEST,CL558841,RELIANCE,BUY,96,907.74,87143.04,EX20251121009911
2025-11-22,BETA_INVEST,CL060620,AXISBANK,BUY,0,1022.52,0.0,EX20251122009912
2025-11-22,OMEGA_BROKING,CL733038,RELIANCE,BUY,401,300.41,120464.41,EX20251122009913
2025-11-23,DELTA_TRADES,CL360618,TATAMOTORS,BUY,157,2035.48,319570.36,EX20251123009914
2025-11-21,DELTA_TRADES,CL648581,ITC,SELL,228,154.9,35317.2,EX20251121009915
2025-11-26,ALPHA_SEC,CL025146,HDFC,BUY,223,2888.5,644135.5,EX20251126009916
2025-11-21,ALPHA_SEC,CL142668,ITC,SELL,351,651.88,228809.88,EX20251121009917
2025-11-26,DELTA_TRADES,CL572116,LT,BUY,322,875.25,281830.5,EX20251126009918
2025-11-29,OMEGA_BROKING,CL047527,INFY,BUY,193,246.86,47643.98,EX20251129009919
2025-11-25,OMEGA_BROKING,CL845857,RELIANCE,SELL,299,844.42,252481.58,EX20251125009920
2025-11-26,BETA_INVEST,CL042440,ITC,SELL,265,1479.49,392064.85,EX20251126009921
2025-11-29,ALPHA_SEC,CL463858,ITC,SELL,138,948.03,130828.14,EX20251129009922
2025-11-26,OMEGA_BROKING,CL001644,KOTAKBANK,SELL,135,1657.9,223816.5,EX20251126009923
2025-11-20,OMEGA_BROKING,CL743242,SBIN,SELL,305,450.06,137268.3,EX20251120009924
2025-11-20,BETA_INVEST,CL431958,KOTAKBANK,BUY,334,1083.13,361765.42,EX20251120009925
2025-11-21,BETA_INVEST,CL731678,INFY,BUY,318,1411.54,448869.72,EX20251121009926
2025-11-22,ALPHA_SEC,CL742310,LT,BUY,477,2034.16,970294.32,EX20251122009927
2025-11-20,ALPHA_SEC,CL513962,LT,BUY,116,433.66,50304.56,EX20251120009928
2025-11-26,ALPHA_SEC,CL001350,TATAMOTORS,SELL,204,2212.65,451380.6,EX20251126009929
2025-11-25,DELTA_TRADES,CL655974,AXISBANK,SELL,101,383.89,38772.89,EX20251125009930
2025-11-21,OMEGA_BROKING,CL176746,ICICIBANK,BUY,22,288.3,6342.6,EX20251121009931
2025-11-23,ALPHA_SEC,CL760110,ICICIBANK,SELL,435,243.08,105739.8,EX20251123009932
2025-11-24,DELTA_TRADES,CL499307,AXISBANK,BUY,339,1819.97,616969.83,EX20251124009933
2025-11-23,BETA_INVEST,CL565284,ITC,SELL,422,1394.66,588546.52,EX20251123009934
2025-11-23,BETA_INVEST,CL027264,TATAMOTORS,SELL,96,742.8,71308.8,EX20251123009935
2025-11-22,OMEGA_BROKING,CL139596,KOTAKBANK,SELL,467,2646.8,1236055.6,EX20251122009936
2025-11-22,BETA_INVEST,CL630916,LT,BUY,277,150.67,41735.59,EX20251122009937
2025-11-20,DELTA_TRADES,CL533901,SBIN,SELL,77,556.83,42875.91,EX20251120009938
2025-11-24,BETA_INVEST,CL103171,HDFC,BUY,129,2170.04,279935.16,EX20251124009939
2025-11-23,ALPHA_SEC,CL140356,INFY,SELL,383,1100.45,421472.35,EX20251123009940
2025-11-23,ALPHA_SEC,CL488148,ICICIBANK,SELL,250,1402.15,350537.5,EX20251123009941
2025-11-29,BETA_INVEST,CL947273,AXISBANK,BUY,59,1774.36,104687.24,EX20251129009942
2025-11-25,BETA_INVEST,CL783630,KOTAKBANK,SELL,451,2930.22,1321529.22,EX20251125009943
2025-11-23,ALPHA_SEC,CL842954,LT,SELL,79,2235.56,176609.24,EX20251123009944
2025-11-24,ALPHA_SEC,CL115391,LT,BUY,335,992.87,332611.45,EX20251124009945
2025-11-25,DELTA_TRADES,CL584852,RELIANCE,BUY,197,991.56,195337.32,EX20251125009946
2025-11-20,OMEGA_BROKING,CL393532,INFY,BUY,480,352.15,169032.0,EX20251120009947
2025-11-22,DELTA_TRADES,CL944615,INFY,BUY,37,1956.65,72396.05,EX20251122009948
2025-11-26,BETA_INVEST,CL200955,RELIANCE,BUY,84,2494.5,209538.0,EX20251126009949
2025-11-23,BETA_INVEST,CL115575,ITC,BUY,481,736.39,354203.59,EX20251123009950
2025-11-29,ALPHA_SEC,CL823376,HDFC,BUY,12,2146.96,25763.52,EX20251129009951
2025-11-26,ALPHA_SEC,CL085556,HDFC,SELL,153,1949.93,298339.29,EX20251126009952
2025-11-20,OMEGA_BROKING,CL681808,ICICIBANK,SELL,326,634.36,206801.36,EX20251120009953
2025-11-26,ALPHA_SEC,CL661163,LT,SELL,371,2127.9,789450.9,EX20251126009954
2025-11-20,ALPHA_SEC,CL627648,TATAMOTORS,SELL,312,1083.13,337936.56,EX20251120009955
2025-11-24,OMEGA_BROKING,CL779514,HDFC,BUY,45,1521.26,68456.7,EX20251124009956
2025-11-29,BETA_INVEST,CL100063,ICICIBANK,SELL,317,528.45,167518.65,EX20251129009957
2025-11-25,ALPHA_SEC,CL738014,LT,SELL,305,2787.13,850074.65,EX20251125009958
2025-11-24,DELTA_TRADES,CL985869,HDFC,BUY,15,2801.25,42018.75,EX20251124009959
2025-11-23,OMEGA_BROKING,CL095502,INFY,BUY,407,2900.43,1180475.01,EX20251123009960
2025-11-22,DELTA_TRADES,CL109886,HDFC,BUY,230,2174.36,500102.8,EX20251122009961
2025-11-29,BETA_INVEST,CL159562,RELIANCE,BUY,0,1939.79,0.0,EX20251129009962
2025-11-20,OMEGA_BROKING,CL761505,AXISBANK,BUY,7,1044.93,7314.51,EX20251120009963
2025-11-24,ALPHA_SEC,CL892456,LT,BUY,193,2278.91,439829.63,EX20251124009964
2025-11-22,OMEGA_BROKING,CL903916,TATAMOTORS,SELL,260,2896.14,752996.4,EX20251122009965
2025-11-25,BETA_INVEST,CL972789,INFY,SELL,313,524.39,164134.07,EX20251125009966
2025-11-23,BETA_INVEST,CL775073,INFY,BUY,351,2618.25,919005.75,EX20251123009967
2025-11-25,BETA_INVEST,CL383971,KOTAKBANK,SELL,207,2139.23,442820.61,EX20251125009968
2025-11-25,DELTA_TRADES,CL336565,ITC,BUY,21,1792.55,37643.55,EX20251125009969
2025-11-20,DELTA_TRADES,CL370495,KOTAKBANK,SELL,293,2670.63,782494.59,EX20251120009970
2025-11-23,ALPHA_SEC,CL866553,INFY,SELL,397,1665.76,661306.72,EX20251123009971
2025-11-22,DELTA_TRADES,CL676053,KOTAKBANK,SELL,491,478.78,235080.98,EX20251122009972
2025-11-22,BETA_INVEST,CL455995,LT,BUY,254,2217.27,563186.58,EX20251122009973
2025-11-23,OMEGA_BROKING,CL212988,INFY,SELL,347,625.84,217166.48,EX20251123009974
2025-11-21,ALPHA_SEC,CL435212,ITC,SELL,497,1683.21,836555.37,EX20251121009975
2025-11-22,ALPHA_SEC,CL986688,SBIN,BUY,283,526.5,148999.5,EX20251122009976
2025-11-25,BETA_INVEST,CL107570,RELIANCE,SELL,155,558.31,86538.05,EX20251125009977
2025-11-26,OMEGA_BROKING,CL788626,AXISBANK,SELL,430,2855.66,1227933.8,EX20251126009978
2025-11-23,BETA_INVEST,CL819817,LT,BUY,41,634.89,26030.49,EX20251123009979
2025-11-22,OMEGA_BROKING,CL920636,LT,SELL,99,345.86,34240.14,EX20251122009980
2025-11-22,OMEGA_BROKING,CL032885,KOTAKBANK,SELL,315,1509.93,475627.95,EX20251122009981
2025-11-25,BETA_INVEST,CL239807,ITC,BUY,165,1907.24,314694.6,EX20251125009982
2025-11-23,DELTA_TRADES,CL372866,RELIANCE,BUY,390,2328.99,908306.1,EX20251123009983
2025-11-25,DELTA_TRADES,CL918764,TATAMOTORS,BUY,24,608.26,14598.24,EX20251125009984
2025-11-29,OMEGA_BROKING,CL354057,TATAMOTORS,SELL,349,1767.3,616787.7,EX20251129009985
2025-11-20,BETA_INVEST,CL491485,RELIANCE,SELL,91,2408.71,219192.61,EX20251120009986
2025-11-26,ALPHA_SEC,CL416754,ICICIBANK,SELL,335,132.56,44407.6,EX20251126009987
2025-11-22,OMEGA_BROKING,CL949610,TATAMOTORS,BUY,368,2864.39,1054095.52,EX20251122009988
2025-11-25,ALPHA_SEC,CL199850,INFY,SELL,31,220.17,6825.27,EX20251125009989
2025-11-21,ALPHA_SEC,CL523814,TATAMOTORS,SELL,78,940.86,73387.08,EX20251121009990
2025-11-25,OMEGA_BROKING,CL670217,RELIANCE,SELL,32,1135.55,36337.6,EX20251125009991
2025-11-24,ALPHA_SEC,CL009948,ICICIBANK,SELL,49,2263.67,110919.83,EX20251124009992
2025-11-21,DELTA_TRADES,CL672032,ITC,BUY,431,242.04,104319.24,EX20251121009993
2025-11-22,OMEGA_BROKING,CL794921,SBIN,SELL,67,2195.86,147122.62,EX20251122009994
2025-11-23,ALPHA_SEC,CL117884,SBIN,BUY,349,241.64,84332.36,EX20251123009995
2025-11-26,DELTA_TRADES,CL005084,SBIN,BUY,157,619.8,97308.6,EX20251126009996
2025-11-23,DELTA_TRADES,CL212523,TATAMOTORS,SELL,270,1968.19,531411.3,EX20251123009997
2025-11-26,BETA_INVEST,CL322552,TATAMOTORS,BUY,408,1387.44,566075.52,EX20251126009998
2025-11-22,OMEGA_BROKING,CL748796,HDFC,BUY,362,2811.21,1017658.02,EX20251122009999
2025-11-26,DELTA_TRADES,CL532319,KOTAKBANK,SELL,347,874.33,303392.51,EX20251126010000
2025-11-26,ALPHA_SEC,CL253944,ICICIBANK,BUY,350,1706.49,597271.5,EX20251126010001
2025-11-21,ALPHA_SEC,CL052114,TATAMOTORS,BUY,72,2685.28,193340.16,EX20251121010002
2025-11-22,OMEGA_BROKING,CL280526,AXISBANK,BUY,73,802.64,58592.72,EX20251122010003
2025-11-22,BETA_INVEST,CL060069,TATAMOTORS,SELL,194,1839.35,356833.9,EX20251122010004
2025-11-26,OMEGA_BROKING,CL248014,INFY,BUY,287,405.22,116298.14,EX20251126010005
2025-11-23,ALPHA_SEC,CL278641,HDFC,BUY,117,787.28,92111.76,EX20251123010006
2025-11-26,DELTA_TRADES,CL698740,TATAMOTORS,BUY,343,2141.34,734479.62,EX20251126010007
2025-11-24,OMEGA_BROKING,CL803020,RELIANCE,BUY,159,2487.45,395504.55,EX20251124010008
2025-11-25,ALPHA_SEC,CL376651,TATAMOTORS,SELL,448,2378.74,1065675.52,EX20251125010009
2025-11-25,DELTA_TRADES,CL277100,ITC,SELL,129,1375.78,177475.62,EX20251125010010
2025-11-24,OMEGA_BROKING,CL966353,HDFC,SELL,78,1273.69,99347.82,EX20251124010011
2025-11-24,OMEGA_BROKING,CL349938,RELIANCE,SELL,232,2968.67,688731.44,EX20251124010012
2025-11-23,DELTA_TRADES,CL973300,TATAMOTORS,SELL,368,305.75,112516.0,EX20251123010013
2025-11-26,BETA_INVEST,CL564925,INFY,BUY,165,2828.31,466671.15,EX20251126010014
2025-11-23,BETA_INVEST,CL478876,AXISBANK,SELL,172,1089.11,187326.92,EX20251123010015
2025-11-21,BETA_INVEST,CL901760,INFY,SELL,207,1553.11,321493.77,EX20251121010016
2025-11-21,ALPHA_SEC,CL199351,SBIN,SELL,499,2292.63,1144022.37,EX20251121010017
2025-11-24,DELTA_TRADES,CL657850,INFY,BUY,330,834.73,275460.9,EX20251124010018
2025-11-26,BETA_INVEST,CL220981,AXISBANK,BUY,490,1162.89,569816.1,EX20251126010019
2025-11-26,ALPHA_SEC,CL838024,ICICIBANK,BUY,16,709.43,11350.88,EX20251126010020
2025-11-21,ALPHA_SEC,CL911196,TATAMOTORS,BUY,266,2774.16,737926.56,EX20251121010021
2025-11-24,BETA_INVEST,CL743912,SBIN,BUY,425,2656.72,1129106.0,EX20251124010022
2025-11-23,DELTA_TRADES,CL734477,SBIN,BUY,138,904.15,124772.7,EX20251123010023
2025-11-26,ALPHA_SEC,CL062447,RELIANCE,BUY,392,2439.87,956429.04,EX20251126010024
2025-11-24,OMEGA_BROKING,CL355344,INFY,BUY,478,2987.39,1427972.42,EX20251124010025
2025-11-23,DELTA_TRADES,CL148218,HDFC,BUY,78,674.18,52586.04,EX20251123010026
2025-11-23,DELTA_TRADES,CL177856,ITC,BUY,42,959.78,40310.76,EX20251123010027
2025-11-26,OMEGA_BROKING,CL888825,HDFC,SELL,176,2613.57,459988.32,EX20251126010028
2025-11-23,DELTA_TRADES,CL841728,TATAMOTORS,SELL,196,1871.88,366888.48,EX20251123010029
2025-11-20,ALPHA_SEC,CL074407,INFY,BUY,47,2321.54,109112.38,EX20251120010030
2025-11-23,BETA_INVEST,CL140534,KOTAKBANK,BUY,177,2568.25,454580.25,EX20251123010031
2025-11-24,ALPHA_SEC,CL164033,ICICIBANK,SELL,391,1556.0,608396.0,EX20251124010032
2025-11-25,ALPHA_SEC,CL270088,HDFC,SELL,30,548.23,16446.9,EX20251125010033
2025-11-23,DELTA_TRADES,CL421441,SBIN,SELL,45,2086.43,93889.35,EX20251123010034
2025-11-23,ALPHA_SEC,CL551544,ICICIBANK,SELL,340,2521.63,857354.2,EX20251123010035
2025-11-29,ALPHA_SEC,CL807666,TATAMOTORS,BUY,68,515.52,35055.36,EX20251129010036
2025-11-24,DELTA_TRADES,CL304009,INFY,BUY,151,1565.63,236410.13,EX20251124010037
2025-11-25,BETA_INVEST,CL704973,HDFC,SELL,279,1450.87,404792.73,EX20251125010038
2025-11-26,BETA_INVEST,CL763608,HDFC,SELL,399,184.36,73559.64,EX20251126010039
2025-11-21,BETA_INVEST,CL267584,HDFC,BUY,331,2636.14,872562.34,EX20251121010040
2025-11-26,ALPHA_SEC,CL507098,ICICIBANK,BUY,124,2094.06,259663.44,EX20251126010041
2025-11-22,ALPHA_SEC,CL690170,TATAMOTORS,SELL,115,806.15,92707.25,EX20251122010042
2025-11-22,DELTA_TRADES,CL068234,RELIANCE,SELL,378,1570.49,593645.22,EX20251122010043
2025-11-20,OMEGA_BROKING,CL169877,TATAMOTORS,BUY,372,436.69,162448.68,EX20251120010044
2025-11-23,BETA_INVEST,CL276012,AXISBANK,SELL,427,1842.33,786674.91,EX20251123010045
2025-11-20,BETA_INVEST,CL820229,RELIANCE,BUY,173,966.18,167149.14,EX20251120010046
2025-11-25,DELTA_TRADES,CL100763,LT,SELL,315,2067.02,651111.3,EX20251125010047
2025-11-29,DELTA_TRADES,CL797557,KOTAKBANK,SELL,48,1128.72,54178.56,EX20251129010048
2025-11-23,DELTA_TRADES,CL480314,HDFC,SELL,446,1656.98,739013.08,EX20251123010049
2025-11-20,OMEGA_BROKING,CL111216,TATAMOTORS,SELL,421,1989.32,837503.72,EX20251120010050
2025-11-26,BETA_INVEST,CL049939,RELIANCE,SELL,477,2715.48,1295283.96,EX20251126010051
2025-11-22,DELTA_TRADES,CL594019,AXISBANK,SELL,380,2689.72,1022093.6,EX20251122010052
2025-11-25,BETA_INVEST,CL061777,ITC,BUY,21,204.56,4295.76,EX20251125010053
2025-11-23,OMEGA_BROKING,CL041593,HDFC,SELL,281,1038.19,291731.39,EX20251123010054
2025-11-23,ALPHA_SEC,CL301759,TATAMOTORS,SELL,16,2565.08,41041.28,EX20251123010055
2025-11-22,BETA_INVEST,CL702855,AXISBANK,BUY,41,1715.81,70348.21,EX20251122010056
2025-11-24,OMEGA_BROKING,CL753674,ITC,BUY,309,687.5,212437.5,EX20251124010057
2025-11-25,OMEGA_BROKING,CL480365,RELIANCE,BUY,87,2003.95,174343.65,EX20251125010058
2025-11-22,OMEGA_BROKING,CL316507,KOTAKBANK,BUY,61,2205.96,134563.56,EX20251122010059
2025-11-22,BETA_INVEST,CL317448,LT,BUY,359,-1950.66,-700286.94,EX20251122010060
2025-11-20,BETA_INVEST,CL726801,ITC,BUY,61,660.79,40308.19,EX20251120010061
2025-11-23,OMEGA_BROKING,CL807238,RELIANCE,SELL,172,158.2,27210.4,EX20251123010062
2025-11-20,BETA_INVEST,CL616472,KOTAKBANK,BUY,22,1493.1,32848.2,EX20251120010063
2025-11-26,ALPHA_SEC,CL669177,KOTAKBANK,BUY,335,2504.23,838917.05,EX20251126010064
2025-11-24,OMEGA_BROKING,CL107632,KOTAKBANK,SELL,434,1815.94,788117.96,EX20251124010065
2025-11-25,BETA_INVEST,CL887574,ITC,BUY,0,724.74,0.0,EX20251125010066
2025-11-24,ALPHA_SEC,CL591301,TATAMOTORS,BUY,316,2020.4,638446.4,EX20251124010067
2025-11-22,BETA_INVEST,CL503257,AXISBANK,SELL,180,541.89,97540.2,EX20251122010068
2025-11-25,ALPHA_SEC,CL817951,RELIANCE,SELL,183,494.27,90451.41,EX20251125010069
2025-11-25,ALPHA_SEC,CL805149,RELIANCE,SELL,312,2186.07,682053.84,EX20251125010070
2025-11-26,ALPHA_SEC,CL102180,TATAMOTORS,BUY,211,2920.98,616326.78,EX20251126010071
2025-11-21,DELTA_TRADES,CL714629,RELIANCE,BUY,92,2593.04,238559.68,EX20251121010072
2025-11-21,ALPHA_SEC,CL517315,ICICIBANK,BUY,391,1424.95,557155.45,EX20251121010073
2025-11-20,OMEGA_BROKING,CL003975,HDFC,SELL,481,489.17,235290.77,EX20251120010074
2025-11-29,DELTA_TRADES,CL203751,AXISBANK,BUY,117,967.91,113245.47,EX20251129010075
2025-11-22,OMEGA_BROKING,CL996874,KOTAKBANK,BUY,281,2474.1,695222.1,EX20251122010076
2025-11-22,OMEGA_BROKING,CL878454,ITC,BUY,116,1756.68,203774.88,EX20251122010077
2025-11-24,BETA_INVEST,CL328439,ITC,SELL,90,2659.85,239386.5,EX20251124010078
2025-11-26,ALPHA_SEC,CL488225,TATAMOTORS,SELL,378,1082.69,409256.82,EX20251126010079
2025-11-22,OMEGA_BROKING,CL630000,LT,SELL,379,2423.58,918536.82,EX20251122010080
2025-11-25,OMEGA_BROKING,CL975912,RELIANCE,BUY,258,1422.84,367092.72,EX20251125010081
2025-11-23,ALPHA_SEC,CL580920,HDFC,SELL,445,127.73,56839.85,EX20251123010082
2025-11-23,ALPHA_SEC,CL265415,INFY,SELL,440,2650.2,1166088.0,EX20251123010083
2025-11-26,BETA_INVEST,CL233766,KOTAKBANK,SELL,339,2187.57,741586.23,EX20251126010084
2025-11-26,OMEGA_BROKING,CL554636,HDFC,BUY,161,2492.4,401276.4,EX20251126010085
2025-11-26,ALPHA_SEC,CL976734,ITC,BUY,13,2680.52,34846.76,EX20251126010086
2025-11-22,DELTA_TRADES,CL597501,INFY,BUY,26,939.19,24418.94,EX20251122010087
2025-11-26,OMEGA_BROKING,CL101384,RELIANCE,SELL,254,733.46,186298.84,EX20251126010088
2025-11-20,BETA_INVEST,CL378868,TATAMOTORS,SELL,424,235.9,100021.6,EX20251120010089
2025-11-26,ALPHA_SEC,CL961057,HDFC,SELL,231,203.51,47010.81,EX20251126010090
2025-11-20,ALPHA_SEC,CL214261,TATAMOTORS,BUY,18,2791.27,50242.86,EX20251120010091
2025-11-23,BETA_INVEST,CL141712,SBIN,BUY,298,533.14,158875.72,EX20251123010092
2025-11-23,DELTA_TRADES,CL918185,KOTAKBANK,SELL,298,933.09,278060.82,EX20251123010093
2025-11-29,OMEGA_BROKING,CL115105,LT,SELL,460,1614.38,742614.8,EX20251129010094
2025-11-22,OMEGA_BROKING,CL615526,AXISBANK,SELL,334,2463.41,822778.94,EX20251122010095
2025-11-25,BETA_INVEST,CL385011,TATAMOTORS,BUY,279,2347.78,655030.62,EX20251125010096
2025-11-23,OMEGA_BROKING,CL382424,ICICIBANK,BUY,181,499.92,90485.52,EX20251123010097
2025-11-25,DELTA_TRADES,CL020206,SBIN,BUY,58,1621.84,94066.72,EX20251125010098
2025-11-26,BETA_INVEST,CL034528,HDFC,BUY,100,2392.1,239210.0,EX20251126010099
2025-11-20,ALPHA_SEC,CL405833,KOTAKBANK,SELL,192,2117.47,406554.24,EX20251120010100
2025-11-29,ALPHA_SEC,CL146309,LT,BUY,26,952.92,24775.92,EX20251129010101
2025-11-22,BETA_INVEST,CL049246,RELIANCE,SELL,91,397.43,36166.13,EX20251122010102
2025-11-24,BETA_INVEST,CL980179,INFY,SELL,362,525.24,190136.88,EX20251124010103
2025-11-22,ALPHA_SEC,CL650165,ITC,SELL,498,498.08,248043.84,EX20251122010104
2025-11-25,BETA_INVEST,CL867027,INFY,BUY,225,1384.8,311580.0,EX20251125010105
2025-11-26,OMEGA_BROKING,CL940265,LT,SELL,7,165.95,1161.65,EX20251126010106
2025-11-22,BETA_INVEST,CL389010,RELIANCE,SELL,401,2574.5,1032374.5,EX20251122010107
2025-11-26,OMEGA_BROKING,CL154778,AXISBANK,BUY,451,591.53,266780.03,EX20251126010108
2025-11-23,DELTA_TRADES,CL053413,KOTAKBANK,SELL,314,1679.78,527450.92,EX20251123010109
2025-11-26,ALPHA_SEC,CL012732,INFY,SELL,29,404.6,11733.4,EX20251126010110
2025-11-24,OMEGA_BROKING,CL140410,ICICIBANK,SELL,355,1124.58,399225.9,EX20251124010111
2025-11-24,OMEGA_BROKING,CL460180,AXISBANK,BUY,164,2295.79,376509.56,EX20251124010112
2025-11-21,ALPHA_SEC,CL788269,RELIANCE,BUY,344,830.44,285671.36,EX20251121010113
2025-11-26,OMEGA_BROKING,CL869189,INFY,SELL,384,1438.46,552368.64,EX20251126010114
2025-11-26,OMEGA_BROKING,CL379720,KOTAKBANK,BUY,204,-1331.55,-271636.2,EX20251126010115
2025-11-21,BETA_INVEST,CL649197,AXISBANK,SELL,248,1549.2,384201.6,EX20251121010116
2025-11-24,BETA_INVEST,CL341527,LT,SELL,53,2630.18,139399.54,EX20251124010117
2025-11-21,ALPHA_SEC,CL942560,TATAMOTORS,BUY,426,2955.66,1259111.16,EX20251121010118
2025-11-21,DELTA_TRADES,CL687789,TATAMOTORS,SELL,256,1388.78,355527.68,EX20251121010119
2025-11-20,OMEGA_BROKING,CL495308,KOTAKBANK,SELL,48,2178.38,104562.24,EX20251120010120
2025-11-20,OMEGA_BROKING,CL205241,ITC,BUY,463,2421.31,1121066.53,EX20251120010121
2025-11-22,DELTA_TRADES,CL940139,RELIANCE,BUY,321,2259.56,725318.76,EX20251122010122
2025-11-20,ALPHA_SEC,CL387427,ITC,SELL,292,2186.51,638460.92,EX20251120010123
2025-11-22,DELTA_TRADES,CL504172,KOTAKBANK,BUY,116,837.12,97105.92,EX20251122010124
2025-11-23,OMEGA_BROKING,CL924787,INFY,BUY,260,1451.66,377431.6,EX20251123010125
2025-11-22,DELTA_TRADES,CL015478,ITC,SELL,65,1712.44,111308.6,EX20251122010126
2025-11-21,DELTA_TRADES,CL334809,ITC,SELL,69,1029.22,71016.18,EX20251121010127
2025-11-26,BETA_INVEST,CL238064,TATAMOTORS,BUY,223,251.63,56113.49,EX20251126010128
2025-11-20,ALPHA_SEC,CL010034,INFY,SELL,296,2677.59,792566.64,EX20251120010129
2025-11-23,OMEGA_BROKING,CL811284,AXISBANK,SELL,312,751.46,234455.52,EX20251123010130
2025-11-22,ALPHA_SEC,CL969741,SBIN,BUY,186,295.83,55024.38,EX20251122010131
2025-11-24,DELTA_TRADES,CL309755,TATAMOTORS,SELL,208,399.36,83066.88,EX20251124010132
2025-11-23,DELTA_TRADES,CL468698,SBIN,BUY,427,808.4,345186.8,EX20251123010133
2025-11-20,OMEGA_BROKING,CL533319,ICICIBANK,SELL,27,580.76,15680.52,EX20251120010134
2025-11-24,ALPHA_SEC,CL161567,KOTAKBANK,BUY,480,1604.94,770371.2,EX20251124010135
2025-11-22,ALPHA_SEC,CL113405,INFY,SELL,16,1086.94,17391.04,EX20251122010136
2025-11-24,BETA_INVEST,CL259030,KOTAKBANK,BUY,290,1656.33,480335.7,EX20251124010137
2025-11-22,DELTA_TRADES,CL788670,RELIANCE,SELL,124,2293.45,284387.8,EX20251122010138
2025-11-21,OMEGA_BROKING,CL802655,RELIANCE,BUY,7,1656.51,11595.57,EX20251121010139
2025-11-26,BETA_INVEST,CL992710,INFY,SELL,158,1444.75,228270.5,EX20251126010140
2025-11-21,DELTA_TRADES,CL798418,TATAMOTORS,SELL,295,2114.11,623662.45,EX20251121010141
