TxnDate,ValueDate,Description,Debit,Credit,Balance,RefNo
2025-11-18,2025-11-20,BROKERAGE / TRADE SETTLEMENT,129508,,-6241697.0,TXN-0004407
2025-11-17,2025-11-17,CLIENT FUNDING - RTGS,,194581,-6047116.0,TXN-0004408
2025-11-21,2025-11-21,PAYOUT TO CLIENT,186432,,-6233548.0,TXN-0004409
2025-11-22,2025-11-24,BANK / DP CHARGES,534,,-6234082.0,TXN-0004410
2025-11-26,2025-11-27,MISC ADJUSTMENT,,33126,-6200956.0,TXN-0004411
2025-11-26,2025-11-26,PAYOUT TO CLIENT,135235,,-6336191.0,TXN-0004412
2025-11-18,2025-11-19,PAYOUT TO CLIENT,142593,,-6478784.0,TXN-0004413
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,101534,,-6580318.0,TXN-0004414
2025-11-29,2025-11-29,PAYOUT TO CLIENT,158942,,-6739260.0,TXN-0004415
2025-11-26,2025-11-26,BANK / DP CHARGES,1132,,-6740392.0,TXN-0004416
2025-11-15,2025-11-15,MISC ADJUSTMENT,,40093,-6700299.0,TXN-0004417
2025-11-26,2025-11-27,PAYOUT TO CLIENT,86929,,-6787228.0,TXN-0004418
2025-11-27,2025-11-28,BROKERAGE / TRADE SETTLEMENT,89265,,-6876493.0,TXN-0004419
2025-11-18,2025-11-20,MISC ADJUSTMENT,,36874,-6839619.0,TXN-0004420
2025-11-28,2025-11-30,PAYOUT TO CLIENT,196968,,-7036587.0,TXN-0004421
2025-11-27,2025-11-27,MISC ADJUSTMENT,29956,,-7066543.0,TXN-0004422
2025-11-20,2025-11-20,BANK / DP CHARGES,1916,,-7068459.0,TXN-0004423
2025-11-26,2025-11-26,PAYOUT TO CLIENT,181200,,-7249659.0,TXN-0004424
2025-11-28,2025-11-28,BANK / DP CHARGES,1275,,-7250934.0,TXN-0004425
2025-11-17,2025-11-18,BROKERAGE / TRADE SETTLEMENT,10506,,-7261440.0,TXN-0004426
2025-11-15,2025-11-15,CLIENT FUNDING - RTGS,,263265,-6998175.0,TXN-0004427
2025-11-15,2025-11-16,PAYOUT TO CLIENT,53981,,-7052156.0,TXN-0004428
2025-11-17,2025-11-17,CLIENT FUNDING - RTGS,,138629,-6913527.0,TXN-0004429
2025-11-22,2025-11-23,BROKERAGE / TRADE SETTLEMENT,147616,,-7061143.0,TXN-0004430
2025-11-18,2025-11-20,CLIENT FUNDING - RTGS,,123382,-6937761.0,TXN-0004431
2025-11-27,2025-11-29,BANK / DP CHARGES,1236,,-6938997.0,TXN-0004432
2025-11-26,2025-11-27,PAYOUT TO CLIENT,150437,,-7089434.0,TXN-0004433
2025-11-29,2025-11-29,PAYOUT TO CLIENT,74403,,-7163837.0,TXN-0004434
2025-11-25,2025-11-25,PAYOUT TO CLIENT,150295,,-7314132.0,TXN-0004435
2025-11-21,2025-11-22,BANK / DP CHARGES,1772,,-7315904.0,TXN-0004436
2025-11-19,2025-11-19,CLIENT FUNDING - RTGS,,93725,-7222179.0,TXN-0004437
2025-11-21,2025-11-22,MISC ADJUSTMENT,44530,,-7266709.0,TXN-0004438
2025-11-29,2025-11-29,BROKERAGE / TRADE SETTLEMENT,74667,,-7341376.0,TXN-0004439
2025-11-23,2025-11-25,BANK / DP CHARGES,1791,,-7343167.0,TXN-0004440
2025-11-22,2025-11-22,CLIENT FUNDING - RTGS,,119734,-7223433.0,TXN-0004441
2025-11-20,2025-11-20,PAYOUT TO CLIENT,42565,,-7265998.0,TXN-0004442
2025-11-27,2025-11-29,CLIENT FUNDING - RTGS,,243273,-7022725.0,TXN-0004443
2025-11-28,2025-11-30,PAYOUT TO CLIENT,66231,,-7088956.0,TXN-0004444
2025-11-20,2025-11-22,BROKERAGE / TRADE SETTLEMENT,33300,,-7122256.0,TXN-0004445
2025-11-25,2025-11-26,CLIENT FUNDING - RTGS,,70229,-7052027.0,TXN-0004446
2025-11-26,2025-11-27,BANK / DP CHARGES,1738,,-7053765.0,TXN-0004447
2025-11-29,2025-11-29,MISC ADJUSTMENT,,29433,-7024332.0,TXN-0004448
2025-11-21,2025-11-22,BANK / DP CHARGES,160,,-7024492.0,TXN-0004449
2025-11-24,2025-11-24,MISC ADJUSTMENT,,37196,-6987296.0,TXN-0004450
2025-11-23,2025-11-24,PAYOUT TO CLIENT,149210,,-7136506.0,TXN-0004451
2025-11-20,2025-11-20,PAYOUT TO CLIENT,152584,,-7289090.0,TXN-0004452
2025-11-20,2025-11-21,BANK / DP CHARGES,1590,,-7290680.0,TXN-0004453
2025-11-21,2025-11-23,MISC ADJUSTMENT,,47140,-7243540.0,TXN-0004454
2025-11-16,2025-11-18,BROKERAGE / TRADE SETTLEMENT,54618,,-7298158.0,TXN-0004455
2025-11-23,2025-11-24,BANK / DP CHARGES,861,,-7299019.0,TXN-0004456
2025-11-25,2025-11-26,BROKERAGE / TRADE SETTLEMENT,16209,,-7315228.0,TXN-0004457
2025-11-25,2025-11-25,CLIENT FUNDING - RTGS,,264229,-7050999.0,TXN-0004458
2025-11-22,2025-11-22,CLIENT FUNDING - RTGS,,201289,-6849710.0,TXN-0004459
2025-11-23,2025-11-25,PAYOUT TO CLIENT,186200,,-7035910.0,TXN-0004460
2025-11-27,2025-11-28,MISC ADJUSTMENT,,49120,-6986790.0,TXN-0004461
2025-11-17,2025-11-17,BANK / DP CHARGES,1705,,-6988495.0,TXN-0004462
2025-11-21,2025-11-23,BANK / DP CHARGES,884,,-6989379.0,TXN-0004463
2025-11-26,2025-11-26,BROKERAGE / TRADE SETTLEMENT,50609,,-7039988.0,TXN-0004464
2025-11-25,2025-11-27,MISC ADJUSTMENT,26600,,-7066588.0,TXN-0004465
2025-11-29,2025-12-01,BANK / DP CHARGES,1021,,-7067609.0,TXN-0004466
2025-11-20,2025-11-20,CLIENT FUNDING - RTGS,,264179,-6803430.0,TXN-0004467
2025-11-25,2025-11-25,PAYOUT TO CLIENT,39511,,-6842941.0,TXN-0004468
2025-11-23,2025-11-23,CLIENT FUNDING - RTGS,,108999,-6733942.0,TXN-0004469
2025-11-17,2025-11-19,PAYOUT TO CLIENT,109890,,-6843832.0,TXN-0004470
2025-11-24,2025-11-25,BANK / DP CHARGES,669,,-6844501.0,TXN-0004471
2025-11-15,2025-11-15,BROKERAGE / TRADE SETTLEMENT,13650,,-6858151.0,TXN-0004472
2025-11-27,2025-11-29,PAYOUT TO CLIENT,29513,,-6887664.0,TXN-0004473
2025-11-24,2025-11-24,MISC ADJUSTMENT,43403,,-6931067.0,TXN-0004474
2025-11-24,2025-11-26,CLIENT FUNDING - RTGS,,298771,-6632296.0,TXN-0004475
2025-11-26,2025-11-26,PAYOUT TO CLIENT,86637,,-6718933.0,TXN-0004476
2025-11-29,2025-11-29,CLIENT FUNDING - RTGS,,122737,-6596196.0,TXN-0004477
2025-11-19,2025-11-19,BANK / DP CHARGES,1007,,-6597203.0,TXN-0004478
2025-11-15,2025-11-15,CLIENT FUNDING - RTGS,,211984,-6385219.0,TXN-0004479
2025-11-15,2025-11-17,CLIENT FUNDING - RTGS,,96089,-6289130.0,TXN-0004480
2025-11-21,2025-11-22,BANK / DP CHARGES,1987,,-6291117.0,TXN-0004481
2025-11-25,2025-11-25,PAYOUT TO CLIENT,60700,,-6351817.0,TXN-0004482
2025-11-22,2025-11-23,MISC ADJUSTMENT,,27233,-6324584.0,TXN-0004483
2025-11-17,2025-11-17,BROKERAGE / TRADE SETTLEMENT,53238,,-6377822.0,TXN-0004484
2025-11-21,2025-11-23,CLIENT FUNDING - RTGS,,258749,-6119073.0,TXN-0004485
2025-11-25,2025-11-25,PAYOUT TO CLIENT,80057,,-6199130.0,TXN-0004486
2025-11-27,2025-11-29,PAYOUT TO CLIENT,138263,,-6337393.0,TXN-0004487
2025-11-25,2025-11-25,MISC ADJUSTMENT,,16548,-6320845.0,TXN-0004488
2025-11-19,2025-11-20,BROKERAGE / TRADE SETTLEMENT,72910,,-6393755.0,TXN-0004489
2025-11-18,2025-11-18,PAYOUT TO CLIENT,148897,,-6542652.0,TXN-0004490
2025-11-19,2025-11-19,MISC ADJUSTMENT,13695,,-6556347.0,TXN-0004491
2025-11-26,2025-11-26,MISC ADJUSTMENT,,44736,-6511611.0,TXN-0004492
2025-11-15,2025-11-16,BANK / DP CHARGES,1504,,-6513115.0,TXN-0004493
2025-11-22,2025-11-22,BANK / DP CHARGES,1823,,-6514938.0,TXN-0004494
2025-11-24,2025-11-25,MISC ADJUSTMENT,,42216,-6472722.0,TXN-0004495
2025-11-26,2025-11-28,BROKERAGE / TRADE SETTLEMENT,37560,,-6510282.0,TXN-0004496
2025-11-15,2025-11-15,PAYOUT TO CLIENT,80159,,-6590441.0,TXN-0004497
2025-11-23,2025-11-24,MISC ADJUSTMENT,,5930,-6584511.0,TXN-0004498
2025-11-21,2025-11-21,PAYOUT TO CLIENT,113470,,-6697981.0,TXN-0004499
2025-11-19,2025-11-19,BANK / DP CHARGES,413,,-6698394.0,TXN-0004500
2025-11-26,2025-11-27,BANK / DP CHARGES,1221,,-6699615.0,TXN-0004501
2025-11-22,2025-11-23,PAYOUT TO CLIENT,193937,,-6893552.0,TXN-0004502
2025-11-25,2025-11-26,BROKERAGE / TRADE SETTLEMENT,16952,,-6910504.0,TXN-0004503
2025-11-26,2025-11-27,CLIENT FUNDING - RTGS,,157220,-6753284.0,TXN-0004504
2025-11-26,2025-11-26,PAYOUT TO CLIENT,134636,,-6887920.0,TXN-0004505
2025-11-22,2025-11-23,MISC ADJUSTMENT,,47255,-6840665.0,TXN-0004506
2025-11-22,2025-11-22,MISC ADJUSTMENT,21245,,-6861910.0,TXN-0004507
2025-11-17,2025-11-19,BANK / DP CHARGES,597,,-6862507.0,TXN-0004508
2025-11-20,2025-11-22,CLIENT FUNDING - RTGS,,121086,-6741421.0,TXN-0004509
2025-11-18,2025-11-18,CLIENT FUNDING - RTGS,,121458,-6619963.0,TXN-0004510
2025-11-29,2025-11-30,CLIENT FUNDING - RTGS,,181765,-6438198.0,TXN-0004511
2025-11-23,2025-11-23,MISC ADJUSTMENT,14280,,-6452478.0,TXN-0004512
2025-11-24,2025-11-24,BANK / DP CHARGES,657,,-6453135.0,TXN-0004513
2025-11-18,2025-11-20,PAYOUT TO CLIENT,147290,,-6600425.0,TXN-0004514
2025-11-18,2025-11-20,CLIENT FUNDING - RTGS,,211708,-6388717.0,TXN-0004515
2025-11-19,2025-11-20,BANK / DP CHARGES,1749,,-6390466.0,TXN-0004516
2025-11-27,2025-11-28,BANK / DP CHARGES,1684,,-6392150.0,TXN-0004517
2025-11-15,2025-11-15,MISC ADJUSTMENT,,8129,-6384021.0,TXN-0004518
2025-11-26,2025-11-28,BROKERAGE / TRADE SETTLEMENT,44458,,-6428479.0,TXN-0004519
2025-11-20,2025-11-22,BROKERAGE / TRADE SETTLEMENT,99108,,-6527587.0,TXN-0004520
2025-11-17,2025-11-19,BROKERAGE / TRADE SETTLEMENT,77254,,-6604841.0,TXN-0004521
2025-11-29,2025-11-29,BANK / DP CHARGES,882,,-6605723.0,TXN-0004522
2025-11-17,2025-11-17,BANK / DP CHARGES,1346,,-6607069.0,TXN-0004523
2025-11-26,2025-11-26,CLIENT FUNDING - RTGS,,196891,-6410178.0,TXN-0004524
2025-11-20,2025-11-22,BROKERAGE / TRADE SETTLEMENT,29075,,-6439253.0,TXN-0004525
2025-11-21,2025-11-22,CLIENT FUNDING - RTGS,,201297,-6237956.0,TXN-0004526
2025-11-22,2025-11-22,PAYOUT TO CLIENT,60530,,-6298486.0,TXN-0004527
2025-11-21,2025-11-21,CLIENT FUNDING - RTGS,,99010,-6199476.0,TXN-0004528
2025-11-28,2025-11-29,MISC ADJUSTMENT,,43656,-6155820.0,TXN-0004529
2025-11-22,2025-11-22,BANK / DP CHARGES,827,,-6156647.0,TXN-0004530
2025-11-28,2025-11-30,BROKERAGE / TRADE SETTLEMENT,46598,,-6203245.0,TXN-0004531
2025-11-16,2025-11-18,BANK / DP CHARGES,1158,,-6204403.0,TXN-0004532
2025-11-21,2025-11-21,CLIENT FUNDING - RTGS,,126482,-6077921.0,TXN-0004533
2025-11-25,2025-11-25,BANK / DP CHARGES,490,,-6078411.0,TXN-0004534
2025-11-17,2025-11-17,BROKERAGE / TRADE SETTLEMENT,91465,,-6169876.0,TXN-0004535
2025-11-16,2025-11-16,MISC ADJUSTMENT,,21394,-6148482.0,TXN-0004536
2025-11-26,2025-11-26,BANK / DP CHARGES,1266,,-6149748.0,TXN-0004537
2025-11-15,2025-11-17,PAYOUT TO CLIENT,162466,,-6312214.0,TXN-0004538
2025-11-28,2025-11-28,PAYOUT TO CLIENT,77882,,-6390096.0,TXN-0004539
2025-11-15,2025-11-15,MISC ADJUSTMENT,45720,,-6435816.0,TXN-0004540
2025-11-18,2025-11-18,BANK / DP CHARGES,982,,-6436798.0,TXN-0004541
2025-11-28,2025-11-28,CLIENT FUNDING - RTGS,,212941,-6223857.0,TXN-0004542
2025-11-16,2025-11-16,CLIENT FUNDING - RTGS,,85623,-6138234.0,TXN-0004543
2025-11-20,2025-11-22,CLIENT FUNDING - RTGS,,229244,-5908990.0,TXN-0004544
2025-11-16,2025-11-17,PAYOUT TO CLIENT,193216,,-6102206.0,TXN-0004545
2025-11-24,2025-11-24,BROKERAGE / TRADE SETTLEMENT,17896,,-6120102.0,TXN-0004546
2025-11-25,2025-11-25,BANK / DP CHARGES,529,,-6120631.0,TXN-0004547
2025-11-24,2025-11-26,MISC ADJUSTMENT,34095,,-6154726.0,TXN-0004548
2025-11-19,2025-11-21,BROKERAGE / TRADE SETTLEMENT,137188,,-6291914.0,TXN-0004549
2025-11-26,2025-11-28,MISC ADJUSTMENT,,24782,-6267132.0,TXN-0004550
2025-11-25,2025-11-25,CLIENT FUNDING - RTGS,,122921,-6144211.0,TXN-0004551
2025-11-16,2025-11-16,CLIENT FUNDING - RTGS,,179170,-5965041.0,TXN-0004552
2025-11-16,2025-11-17,MISC ADJUSTMENT,43990,,-6009031.0,TXN-0004553
2025-11-18,2025-11-19,MISC ADJUSTMENT,,37633,-5971398.0,TXN-0004554
2025-11-29,2025-12-01,BANK / DP CHARGES,1392,,-5972790.0,TXN-0004555
2025-11-18,2025-11-20,BANK / DP CHARGES,905,,-5973695.0,TXN-0004556
2025-11-15,2025-11-16,MISC ADJUSTMENT,,14079,-5959616.0,TXN-0004557
2025-11-27,2025-11-27,MISC ADJUSTMENT,,33037,-5926579.0,TXN-0004558
2025-11-28,2025-11-29,MISC ADJUSTMENT,35200,,-5961779.0,TXN-0004559
2025-11-18,2025-11-20,CLIENT FUNDING - RTGS,,162169,-5799610.0,TXN-0004560
2025-11-18,2025-11-19,CLIENT FUNDING - RTGS,,103425,-5696185.0,TXN-0004561
2025-11-25,2025-11-27,CLIENT FUNDING - RTGS,,184818,-5511367.0,TXN-0004562
2025-11-23,2025-11-23,BROKERAGE / TRADE SETTLEMENT,88954,,-5600321.0,TXN-0004563
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,112156,,-5712477.0,TXN-0004564
2025-11-18,2025-11-18,PAYOUT TO CLIENT,195275,,-5907752.0,TXN-0004565
2025-11-27,2025-11-29,PAYOUT TO CLIENT,43188,,-5950940.0,TXN-0004566
2025-11-16,2025-11-16,BANK / DP CHARGES,635,,-5951575.0,TXN-0004567
2025-11-27,2025-11-28,BROKERAGE / TRADE SETTLEMENT,52551,,-6004126.0,TXN-0004568
2025-11-24,2025-11-24,CLIENT FUNDING - RTGS,,213428,-5790698.0,TXN-0004569
2025-11-22,2025-11-22,CLIENT FUNDING - RTGS,,73125,-5717573.0,TXN-0004570
2025-11-25,2025-11-25,MISC ADJUSTMENT,19019,,-5736592.0,TXN-0004571
2025-11-25,2025-11-25,CLIENT FUNDING - RTGS,,140304,-5596288.0,TXN-0004572
2025-11-16,2025-11-16,PAYOUT TO CLIENT,93411,,-5689699.0,TXN-0004573
2025-11-28,2025-11-30,PAYOUT TO CLIENT,151659,,-5841358.0,TXN-0004574
2025-11-22,2025-11-23,BROKERAGE / TRADE SETTLEMENT,89633,,-5930991.0,TXN-0004575
2025-11-23,2025-11-23,CLIENT FUNDING - RTGS,,246024,-5684967.0,TXN-0004576
2025-11-17,2025-11-19,PAYOUT TO CLIENT,54321,,-5739288.0,TXN-0004577
2025-11-27,2025-11-27,MISC ADJUSTMENT,25824,,-5765112.0,TXN-0004578
2025-11-17,2025-11-17,MISC ADJUSTMENT,,9106,-5756006.0,TXN-0004579
2025-11-23,2025-11-23,BANK / DP CHARGES,803,,-5756809.0,TXN-0004580
2025-11-27,2025-11-27,CLIENT FUNDING - RTGS,,219005,-5537804.0,TXN-0004581
2025-11-27,2025-11-28,PAYOUT TO CLIENT,172656,,-5710460.0,TXN-0004582
2025-11-24,2025-11-24,BANK / DP CHARGES,1168,,-5711628.0,TXN-0004583
2025-11-15,2025-11-16,BROKERAGE / TRADE SETTLEMENT,128183,,-5839811.0,TXN-0004584
2025-11-24,2025-11-25,PAYOUT TO CLIENT,76590,,-5916401.0,TXN-0004585
2025-11-28,2025-11-28,CLIENT FUNDING - RTGS,,122365,-5794036.0,TXN-0004586
2025-11-22,2025-11-22,MISC ADJUSTMENT,41896,,-5835932.0,TXN-0004587
2025-11-19,2025-11-19,BROKERAGE / TRADE SETTLEMENT,124867,,-5960799.0,TXN-0004588
2025-11-22,2025-11-22,BROKERAGE / TRADE SETTLEMENT,72782,,-6033581.0,TXN-0004589
2025-11-24,2025-11-26,PAYOUT TO CLIENT,94324,,-6127905.0,TXN-0004590
2025-11-20,2025-11-22,BANK / DP CHARGES,324,,-6128229.0,TXN-0004591
2025-11-21,2025-11-21,CLIENT FUNDING - RTGS,,219316,-5908913.0,TXN-0004592
2025-11-25,2025-11-27,BROKERAGE / TRADE SETTLEMENT,14851,,-5923764.0,TXN-0004593
2025-11-29,2025-11-30,CLIENT FUNDING - RTGS,,238892,-5684872.0,TXN-0004594
2025-11-25,2025-11-27,MISC ADJUSTMENT,,48897,-5635975.0,TXN-0004595
2025-11-22,2025-11-23,MISC ADJUSTMENT,,29121,-5606854.0,TXN-0004596
2025-11-26,2025-11-28,BANK / DP CHARGES,1719,,-5608573.0,TXN-0004597
2025-11-25,2025-11-27,CLIENT FUNDING - RTGS,,290116,-5318457.0,TXN-0004598
2025-11-22,2025-11-23,CLIENT FUNDING - RTGS,,275369,-5043088.0,TXN-0004599
2025-11-24,2025-11-24,MISC ADJUSTMENT,31196,,-5074284.0,TXN-0004600
2025-11-25,2025-11-27,BROKERAGE / TRADE SETTLEMENT,120677,,-5194961.0,TXN-0004601
2025-11-19,2025-11-20,BANK / DP CHARGES,972,,-5195933.0,TXN-0004602
2025-11-15,2025-11-16,MISC ADJUSTMENT,27502,,-5223435.0,TXN-0004603
2025-11-25,2025-11-26,PAYOUT TO CLIENT,72897,,-5296332.0,TXN-0004604
2025-11-27,2025-11-28,BROKERAGE / TRADE SETTLEMENT,96575,,-5392907.0,TXN-0004605
2025-11-25,2025-11-27,CLIENT FUNDING - RTGS,,282363,-5110544.0,TXN-0004606
2025-11-26,2025-11-27,MISC ADJUSTMENT,43841,,-5154385.0,TXN-0004607
2025-11-26,2025-11-26,BANK / DP CHARGES,708,,-5155093.0,TXN-0004608
2025-11-26,2025-11-27,PAYOUT TO CLIENT,151499,,-5306592.0,TXN-0004609
2025-11-24,2025-11-25,MISC ADJUSTMENT,,16956,-5289636.0,TXN-0004610
2025-11-27,2025-11-29,BROKERAGE / TRADE SETTLEMENT,20262,,-5309898.0,TXN-0004611
2025-11-17,2025-11-17,MISC ADJUSTMENT,,42074,-5267824.0,TXN-0004612
2025-11-20,2025-11-22,CLIENT FUNDING - RTGS,,109380,-5158444.0,TXN-0004613
2025-11-20,2025-11-22,PAYOUT TO CLIENT,33143,,-5191587.0,TXN-0004614
2025-11-29,2025-12-01,BANK / DP CHARGES,997,,-5192584.0,TXN-0004615
2025-11-15,2025-11-15,BROKERAGE / TRADE SETTLEMENT,107070,,-5299654.0,TXN-0004616
2025-11-24,2025-11-26,BROKERAGE / TRADE SETTLEMENT,19167,,-5318821.0,TXN-0004617
2025-11-19,2025-11-19,BANK / DP CHARGES,942,,-5319763.0,TXN-0004618
2025-11-22,2025-11-23,PAYOUT TO CLIENT,51289,,-5371052.0,TXN-0004619
2025-11-15,2025-11-16,BROKERAGE / TRADE SETTLEMENT,90687,,-5461739.0,TXN-0004620
2025-11-17,2025-11-19,BROKERAGE / TRADE SETTLEMENT,59032,,-5520771.0,TXN-0004621
2025-11-24,2025-11-24,BROKERAGE / TRADE SETTLEMENT,64990,,-5585761.0,TXN-0004622
2025-11-29,2025-12-01,BROKERAGE / TRADE SETTLEMENT,44120,,-5629881.0,TXN-0004623
2025-11-19,2025-11-19,CLIENT FUNDING - RTGS,,254941,-5374940.0,TXN-0004624
2025-11-22,2025-11-23,BROKERAGE / TRADE SETTLEMENT,117462,,-5492402.0,TXN-0004625
2025-11-25,2025-11-25,BANK / DP CHARGES,684,,-5493086.0,TXN-0004626
2025-11-27,2025-11-27,BROKERAGE / TRADE SETTLEMENT,95716,,-5588802.0,TXN-0004627
2025-11-19,2025-11-20,BANK / DP CHARGES,1885,,-5590687.0,TXN-0004628
2025-11-24,2025-11-26,MISC ADJUSTMENT,,21277,-5569410.0,TXN-0004629
2025-11-26,2025-11-27,PAYOUT TO CLIENT,21858,,-5591268.0,TXN-0004630
2025-11-26,2025-11-26,BANK / DP CHARGES,452,,-5591720.0,TXN-0004631
2025-11-19,2025-11-19,PAYOUT TO CLIENT,25599,,-5617319.0,TXN-0004632
2025-11-15,2025-11-16,BANK / DP CHARGES,486,,-5617805.0,TXN-0004633
2025-11-29,2025-11-29,MISC ADJUSTMENT,46325,,-5664130.0,TXN-0004634
2025-11-29,2025-11-30,PAYOUT TO CLIENT,79906,,-5744036.0,TXN-0004635
2025-11-27,2025-11-28,CLIENT FUNDING - RTGS,,255038,-5488998.0,TXN-0004636
2025-11-21,2025-11-23,CLIENT FUNDING - RTGS,,85504,-5403494.0,TXN-0004637
2025-11-17,2025-11-17,PAYOUT TO CLIENT,119112,,-5522606.0,TXN-0004638
2025-11-15,2025-11-15,CLIENT FUNDING - RTGS,,212467,-5310139.0,TXN-0004639
2025-11-23,2025-11-25,MISC ADJUSTMENT,,31046,-5279093.0,TXN-0004640
2025-11-19,2025-11-20,MISC ADJUSTMENT,,12869,-5266224.0,TXN-0004641
2025-11-29,2025-11-30,MISC ADJUSTMENT,,36743,-5229481.0,TXN-0004642
2025-11-27,2025-11-29,BROKERAGE / TRADE SETTLEMENT,96064,,-5325545.0,TXN-0004643
2025-11-18,2025-11-18,MISC ADJUSTMENT,,39268,-5286277.0,TXN-0004644
2025-11-22,2025-11-24,CLIENT FUNDING - RTGS,,293636,-4992641.0,TXN-0004645
2025-11-20,2025-11-22,BROKERAGE / TRADE SETTLEMENT,138564,,-5131205.0,TXN-0004646
2025-11-25,2025-11-26,MISC ADJUSTMENT,49568,,-5180773.0,TXN-0004647
2025-11-18,2025-11-18,BROKERAGE / TRADE SETTLEMENT,21866,,-5202639.0,TXN-0004648
2025-11-21,2025-11-21,BROKERAGE / TRADE SETTLEMENT,137091,,-5339730.0,TXN-0004649
2025-11-28,2025-11-28,PAYOUT TO CLIENT,191259,,-5530989.0,TXN-0004650
2025-11-21,2025-11-22,BROKERAGE / TRADE SETTLEMENT,73853,,-5604842.0,TXN-0004651
2025-11-27,2025-11-29,MISC ADJUSTMENT,17249,,-5622091.0,TXN-0004652
2025-11-21,2025-11-21,PAYOUT TO CLIENT,77771,,-5699862.0,TXN-0004653
2025-11-26,2025-11-27,MISC ADJUSTMENT,15924,,-5715786.0,TXN-0004654
2025-11-20,2025-11-20,BANK / DP CHARGES,382,,-5716168.0,TXN-0004655
2025-11-25,2025-11-25,BANK / DP CHARGES,306,,-5716474.0,TXN-0004656
2025-11-26,2025-11-28,PAYOUT TO CLIENT,78029,,-5794503.0,TXN-0004657
2025-11-29,2025-11-30,MISC ADJUSTMENT,25868,,-5820371.0,TXN-0004658
2025-11-26,2025-11-27,CLIENT FUNDING - RTGS,,190904,-5629467.0,TXN-0004659
2025-11-28,2025-11-28,BANK / DP CHARGES,628,,-5630095.0,TXN-0004660
2025-11-19,2025-11-19,BANK / DP CHARGES,694,,-5630789.0,TXN-0004661
2025-11-18,2025-11-18,PAYOUT TO CLIENT,61943,,-5692732.0,TXN-0004662
2025-11-16,2025-11-16,BROKERAGE / TRADE SETTLEMENT,46177,,-5738909.0,TXN-0004663
2025-11-27,2025-11-27,PAYOUT TO CLIENT,53154,,-5792063.0,TXN-0004664
2025-11-27,2025-11-27,MISC ADJUSTMENT,49982,,-5842045.0,TXN-0004665
2025-11-25,2025-11-26,CLIENT FUNDING - RTGS,,251033,-5591012.0,TXN-0004666
2025-11-29,2025-12-01,BANK / DP CHARGES,662,,-5591674.0,TXN-0004667
2025-11-23,2025-11-25,CLIENT FUNDING - RTGS,,288928,-5302746.0,TXN-0004668
2025-11-27,2025-11-27,PAYOUT TO CLIENT,130110,,-5432856.0,TXN-0004669
2025-11-19,2025-11-20,MISC ADJUSTMENT,,11036,-5421820.0,TXN-0004670
2025-11-19,2025-11-20,PAYOUT TO CLIENT,126375,,-5548195.0,TXN-0004671
2025-11-23,2025-11-23,PAYOUT TO CLIENT,96214,,-5644409.0,TXN-0004672
2025-11-27,2025-11-27,MISC ADJUSTMENT,,49410,-5594999.0,TXN-0004673
2025-11-22,2025-11-24,MISC ADJUSTMENT,11634,,-5606633.0,TXN-0004674
2025-11-28,2025-11-28,PAYOUT TO CLIENT,77759,,-5684392.0,TXN-0004675
2025-11-17,2025-11-17,PAYOUT TO CLIENT,155646,,-5840038.0,TXN-0004676
2025-11-26,2025-11-26,CLIENT FUNDING - RTGS,,273111,-5566927.0,TXN-0004677
2025-11-19,2025-11-21,BROKERAGE / TRADE SETTLEMENT,89865,,-5656792.0,TXN-0004678
2025-11-28,2025-11-28,PAYOUT TO CLIENT,174732,,-5831524.0,TXN-0004679
2025-11-16,2025-11-16,MISC ADJUSTMENT,,29395,-5802129.0,TXN-0004680
2025-11-17,2025-11-17,PAYOUT TO CLIENT,93117,,-5895246.0,TXN-0004681
2025-11-24,2025-11-25,PAYOUT TO CLIENT,136455,,-6031701.0,TXN-0004682
2025-11-28,2025-11-28,BROKERAGE / TRADE SETTLEMENT,136533,,-6168234.0,TXN-0004683
2025-11-28,2025-11-30,MISC ADJUSTMENT,,7075,-6161159.0,TXN-0004684
2025-11-21,2025-11-23,MISC ADJUSTMENT,29535,,-6190694.0,TXN-0004685
2025-11-19,2025-11-21,MISC ADJUSTMENT,21472,,-6212166.0,TXN-0004686
2025-11-21,2025-11-21,MISC ADJUSTMENT,,37801,-6174365.0,TXN-0004687
2025-11-15,2025-11-15,PAYOUT TO CLIENT,198852,,-6373217.0,TXN-0004688
2025-11-24,2025-11-26,BROKERAGE / TRADE SETTLEMENT,21918,,-6395135.0,TXN-0004689
2025-11-16,2025-11-18,MISC ADJUSTMENT,,37916,-6357219.0,TXN-0004690
2025-11-18,2025-11-18,CLIENT FUNDING - RTGS,,264084,-6093135.0,TXN-0004691
2025-11-22,2025-11-22,BROKERAGE / TRADE SETTLEMENT,71959,,-6165094.0,TXN-0004692
2025-11-24,2025-11-26,CLIENT FUNDING - RTGS,,86186,-6078908.0,TXN-0004693
2025-11-20,2025-11-20,BANK / DP CHARGES,927,,-6079835.0,TXN-0004694
2025-11-25,2025-11-25,CLIENT FUNDING - RTGS,,70221,-6009614.0,TXN-0004695
2025-11-24,2025-11-24,CLIENT FUNDING - RTGS,,292196,-5717418.0,TXN-0004696
2025-11-29,2025-11-29,BROKERAGE / TRADE SETTLEMENT,130347,,-5847765.0,TXN-0004697
