trade_date,broker_code,client,ticker,side,quantity,price,amt
2025-11-26,OMEGA_BROKING,CL522062,AXISBANK,BUY,100,1786.17,178617.0
2025-11-20,BETA_INVEST,CL005688,RELIANCE,BUY,245,250.37,61340.65
2025-11-23,ALPHA_SEC,CL421701,INFY,BUY,299,946.87,283114.13
2025-11-21,DELTA_TRADES,CL091614,INFY,BUY,218,1196.95,260935.1
2025-11-22,DELTA_TRADES,CL464957,ICICIBANK,BUY,222,1679.25,372793.5
2025-11-26,BETA_INVEST,CL084776,INFY,SELL,140,610.11,85415.4
2025-11-25,OMEGA_BROKING,CL237107,HDFC,SELL,102,1570.38,160178.76
2025-11-22,ALPHA_SEC,CL895629,ITC,SELL,37,1348.72,49902.64
2025-11-22,BETA_INVEST,CL562571,HDFC,SELL,143,2352.16,336358.88
2025-11-25,BETA_INVEST,CL473762,AXISBANK,BUY,28,2031.08,56870.24
2025-11-23,ALPHA_SEC,CL845352,KOTAKBANK,SELL,84,2350.1,197408.4
2025-11-24,BETA_INVEST,CL145029,TATAMOTORS,BUY,32,249.43,7981.76
2025-11-24,OMEGA_BROKING,CL093319,INFY,BUY,293,1197.24,350791.32
2025-11-22,ALPHA_SEC,CL728897,HDFC,SELL,17,1944.04,33048.68
2025-11-21,BETA_INVEST,CL038971,AXISBANK,SELL,189,1218.23,230245.47
2025-11-20,BETA_INVEST,CL453519,TATAMOTORS,SELL,271,561.76,152236.96
2025-11-23,DELTA_TRADES,CL766949,RELIANCE,SELL,250,2466.36,616590.0
2025-11-20,DELTA_TRADES,CL671663,KOTAKBANK,SELL,53,1746.02,92539.06
2025-11-22,ALPHA_SEC,CL317184,AXISBANK,SELL,251,1583.19,397380.69
2025-11-25,DELTA_TRADES,CL062485,HDFC,SELL,151,1602.19,241930.69
2025-11-20,BETA_INVEST,CL234554,HDFC,SELL,38,1223.58,46496.04
2025-11-24,BETA_INVEST,CL602817,KOTAKBANK,BUY,169,1416.99,239471.31
2025-11-23,BETA_INVEST,CL377985,TATAMOTORS,BUY,2,1275.66,2551.32
2025-11-23,BETA_INVEST,CL022105,HDFC,SELL,270,2016.92,544568.4
2025-11-23,DELTA_TRADES,CL425455,AXISBANK,SELL,159,1041.1,165534.9
2025-11-25,DELTA_TRADES,CL926186,LT,BUY,228,246.27,56149.56
2025-11-26,OMEGA_BROKING,CL385113,INFY,BUY,204,1368.17,279106.68
2025-11-20,ALPHA_SEC,CL854877,AXISBANK,SELL,96,1347.8,129388.8
2025-11-26,ALPHA_SEC,CL437576,INFY,BUY,16,191.73,3067.68
2025-11-26,OMEGA_BROKING,CL243779,KOTAKBANK,BUY,81,468.47,37946.07
2025-11-25,DELTA_TRADES,CL006074,LT,BUY,102,1312.96,133921.92
2025-11-20,DELTA_TRADES,CL929994,LT,SELL,84,1154.74,96998.16
2025-11-22,DELTA_TRADES,CL433136,KOTAKBANK,SELL,189,794.51,150162.39
2025-11-20,ALPHA_SEC,CL722237,SBIN,BUY,207,2318.29,479886.03
2025-11-26,OMEGA_BROKING,CL158408,ICICIBANK,SELL,272,2262.37,615364.64
2025-11-26,ALPHA_SEC,CL926627,INFY,BUY,253,1500.53,379634.09
2025-11-20,DELTA_TRADES,CL182760,RELIANCE,BUY,176,1237.83,217858.08
2025-11-21,BETA_INVEST,CL582601,ICICIBANK,BUY,257,2413.77,620338.89
2025-11-25,OMEGA_BROKING,CL426268,HDFC,SELL,142,178.92,25406.64
2025-11-20,OMEGA_BROKING,CL048737,RELIANCE,BUY,230,1182.95,272078.5
2025-11-24,BETA_INVEST,CL203364,SBIN,BUY,288,1666.46,479940.48
2025-11-20,ALPHA_SEC,CL513034,TATAMOTORS,BUY,144,2091.97,301243.68
2025-11-23,ALPHA_SEC,CL393574,TATAMOTORS,BUY,65,541.67,35208.55
2025-11-25,ALPHA_SEC,CL900368,RELIANCE,SELL,298,1091.3,325207.4
2025-11-22,DELTA_TRADES,CL874446,ICICIBANK,SELL,158,2025.95,320100.1
2025-11-21,DELTA_TRADES,CL901345,SBIN,BUY,149,894.5,133280.5
2025-11-23,ALPHA_SEC,CL000209,AXISBANK,BUY,129,1902.57,245431.53
2025-11-24,BETA_INVEST,CL137450,ITC,SELL,158,1016.93,160674.94
2025-11-25,OMEGA_BROKING,CL317861,ITC,SELL,151,1474.44,222640.44
2025-11-23,OMEGA_BROKING,CL516811,ICICIBANK,BUY,138,1202.48,165942.24
2025-11-20,ALPHA_SEC,CL161459,ITC,SELL,14,1064.29,14900.06
2025-11-24,ALPHA_SEC,CL489720,HDFC,SELL,285,1577.59,449613.15
2025-11-21,DELTA_TRADES,CL438358,AXISBANK,SELL,185,1658.74,306866.9
2025-11-20,OMEGA_BROKING,CL205309,ICICIBANK,BUY,275,2458.51,676090.25
2025-11-20,OMEGA_BROKING,CL538942,HDFC,BUY,177,2063.96,365320.92
2025-11-20,DELTA_TRADES,CL984353,ICICIBANK,SELL,109,365.25,39812.25
2025-11-21,OMEGA_BROKING,CL615301,LT,SELL,287,1423.5,408544.5
2025-11-22,DELTA_TRADES,CL472066,AXISBANK,SELL,210,1525.91,320441.1
2025-11-26,OMEGA_BROKING,CL574590,TATAMOTORS,BUY,235,2223.56,522536.6
2025-11-21,BETA_INVEST,CL616006,TATAMOTORS,BUY,236,600.64,141751.04
2025-11-22,BETA_INVEST,CL318661,SBIN,BUY,17,1306.23,22205.91
2025-11-22,DELTA_TRADES,CL261952,ITC,SELL,60,2348.64,140918.4
2025-11-21,OMEGA_BROKING,CL119641,SBIN,SELL,269,1842.42,495610.98
2025-11-23,ALPHA_SEC,CL154165,LT,SELL,153,2036.79,311628.87
2025-11-26,OMEGA_BROKING,CL914829,LT,BUY,36,2302.18,82878.48
2025-11-21,DELTA_TRADES,CL351438,ICICIBANK,BUY,230,560.58,128933.4
2025-11-24,ALPHA_SEC,CL432323,SBIN,BUY,144,677.34,97536.96
2025-11-20,OMEGA_BROKING,CL191942,INFY,SELL,131,2114.27,276969.37
2025-11-26,ALPHA_SEC,CL593320,ITC,SELL,165,418.3,69019.5
2025-11-21,OMEGA_BROKING,CL802861,KOTAKBANK,SELL,162,722.44,117035.28
2025-11-23,BETA_INVEST,CL990937,SBIN,SELL,199,2063.77,410690.23
2025-11-25,OMEGA_BROKING,CL534113,ICICIBANK,SELL,179,1749.09,313087.11
2025-11-25,OMEGA_BROKING,CL872629,INFY,BUY,139,1707.07,237282.73
2025-11-22,ALPHA_SEC,CL867869,TATAMOTORS,BUY,16,445.7,7131.2
2025-11-24,BETA_INVEST,CL529714,LT,SELL,237,595.54,141142.98
2025-11-22,ALPHA_SEC,CL193960,LT,BUY,247,575.75,142210.25
2025-11-20,OMEGA_BROKING,CL737485,LT,SELL,37,527.86,19530.82
2025-11-25,OMEGA_BROKING,CL361678,ITC,BUY,51,2105.39,107374.89
2025-11-21,OMEGA_BROKING,CL165385,RELIANCE,SELL,298,811.96,241964.08
2025-11-22,DELTA_TRADES,CL370442,TATAMOTORS,BUY,196,241.96,47424.16
2025-11-24,DELTA_TRADES,CL873579,INFY,SELL,182,1606.34,292353.88
2025-11-20,DELTA_TRADES,CL601238,KOTAKBANK,BUY,7,2258.34,15808.38
2025-11-22,ALPHA_SEC,CL463006,SBIN,BUY,285,547.69,156091.65
2025-11-21,BETA_INVEST,CL606816,TATAMOTORS,BUY,284,381.27,108280.68
2025-11-23,DELTA_TRADES,CL434633,RELIANCE,BUY,161,881.43,141910.23
2025-11-23,OMEGA_BROKING,CL645429,ICICIBANK,SELL,1,1287.83,1287.83
2025-11-25,ALPHA_SEC,CL922091,LT,SELL,50,2282.01,114100.5
2025-11-26,ALPHA_SEC,CL998181,ITC,BUY,94,987.53,92827.82
2025-11-25,DELTA_TRADES,CL615026,ITC,BUY,53,2199.52,116574.56
2025-11-25,DELTA_TRADES,CL408525,AXISBANK,BUY,292,2398.99,700505.08
2025-11-21,OMEGA_BROKING,CL002410,KOTAKBANK,SELL,36,1087.45,39148.2
2025-11-25,DELTA_TRADES,CL008725,ICICIBANK,SELL,239,975.55,233156.45
2025-11-21,OMEGA_BROKING,CL055342,KOTAKBANK,BUY,215,1918.74,412529.1
2025-11-20,DELTA_TRADES,CL208420,HDFC,SELL,80,2094.51,167560.8
2025-11-26,ALPHA_SEC,CL952364,AXISBANK,SELL,58,1002.71,58157.18
2025-11-24,DELTA_TRADES,CL120351,INFY,SELL,262,1377.64,360941.68
2025-11-22,BETA_INVEST,CL822762,AXISBANK,SELL,182,2125.89,386911.98
2025-11-23,BETA_INVEST,CL644302,HDFC,BUY,18,1718.3,30929.4
2025-11-25,BETA_INVEST,CL751280,AXISBANK,SELL,5,1065.38,5326.9
2025-11-23,BETA_INVEST,CL455079,KOTAKBANK,BUY,18,1765.38,31776.84
2025-11-20,BETA_INVEST,CL602378,ICICIBANK,SELL,256,2039.85,522201.6
2025-11-26,OMEGA_BROKING,CL590679,LT,BUY,179,2134.4,382057.6
2025-11-26,OMEGA_BROKING,CL638282,ITC,SELL,46,2100.57,96626.22
2025-11-20,DELTA_TRADES,CL170614,RELIANCE,BUY,181,2412.7,436698.7
2025-11-22,BETA_INVEST,CL801236,ITC,BUY,286,1739.69,497551.34
2025-11-22,ALPHA_SEC,CL394274,HDFC,BUY,107,962.35,102971.45
2025-11-26,ALPHA_SEC,CL502715,RELIANCE,SELL,222,782.56,173728.32
2025-11-22,BETA_INVEST,CL602594,HDFC,BUY,4,224.39,897.56
2025-11-21,DELTA_TRADES,CL133068,INFY,BUY,279,1978.83,552093.57
2025-11-25,ALPHA_SEC,CL754351,ICICIBANK,SELL,124,677.83,84050.92
2025-11-22,OMEGA_BROKING,CL752432,TATAMOTORS,BUY,54,921.32,49751.28
2025-11-20,DELTA_TRADES,CL538789,AXISBANK,SELL,251,458.15,114995.65
2025-11-21,BETA_INVEST,CL348369,INFY,SELL,178,1615.67,287589.26
2025-11-24,OMEGA_BROKING,CL194781,AXISBANK,SELL,265,526.89,139625.85
2025-11-20,BETA_INVEST,CL041670,LT,SELL,195,457.3,89173.5
2025-11-20,ALPHA_SEC,CL088301,SBIN,BUY,282,695.25,196060.5
2025-11-25,ALPHA_SEC,CL117559,LT,SELL,278,1460.03,405888.34
2025-11-22,ALPHA_SEC,CL972747,AXISBANK,SELL,55,817.7,44973.5
2025-11-20,ALPHA_SEC,CL781790,AXISBANK,SELL,20,683.59,13671.8
2025-11-21,BETA_INVEST,CL313238,AXISBANK,BUY,1,1724.12,1724.12
2025-11-23,BETA_INVEST,CL815883,INFY,SELL,88,1737.27,152879.76
2025-11-26,ALPHA_SEC,CL335421,ICICIBANK,BUY,72,962.2,69278.4
2025-11-25,BETA_INVEST,CL629791,ITC,SELL,215,1890.63,406485.45
2025-11-21,ALPHA_SEC,CL471659,KOTAKBANK,SELL,299,721.17,215629.83
2025-11-22,OMEGA_BROKING,CL342628,ICICIBANK,SELL,44,468.99,20635.56
2025-11-26,BETA_INVEST,CL244928,ITC,BUY,174,460.38,80106.12
2025-11-23,DELTA_TRADES,CL822511,RELIANCE,BUY,78,1547.12,120675.36
2025-11-24,BETA_INVEST,CL562252,LT,SELL,126,1811.49,228247.74
2025-11-26,OMEGA_BROKING,CL184709,ITC,SELL,82,475.68,39005.76
2025-11-22,BETA_INVEST,CL304813,KOTAKBANK,BUY,211,1539.21,324773.31
2025-11-26,BETA_INVEST,CL961232,INFY,BUY,230,1930.09,443920.7
2025-11-24,ALPHA_SEC,CL142655,TATAMOTORS,SELL,231,1372.81,317119.11
2025-11-23,DELTA_TRADES,CL784425,HDFC,SELL,164,1163.08,190745.12
2025-11-22,ALPHA_SEC,CL687359,ITC,BUY,169,2496.8,421959.2
2025-11-22,DELTA_TRADES,CL307949,KOTAKBANK,SELL,197,2434.7,479635.9
2025-11-24,OMEGA_BROKING,CL625797,INFY,BUY,12,2434.56,29214.72
2025-11-20,OMEGA_BROKING,CL357299,HDFC,SELL,241,882.24,212619.84
2025-11-22,ALPHA_SEC,CL938332,KOTAKBANK,BUY,102,1486.24,151596.48
2025-11-24,DELTA_TRADES,CL958089,RELIANCE,SELL,188,2072.85,389695.8
2025-11-21,ALPHA_SEC,CL465137,RELIANCE,SELL,81,2173.35,176041.35
2025-11-20,DELTA_TRADES,CL283273,KOTAKBANK,SELL,130,974.24,126651.2
2025-11-20,ALPHA_SEC,CL666720,ICICIBANK,BUY,180,490.79,88342.2
2025-11-24,ALPHA_SEC,CL381850,ICICIBANK,BUY,183,1978.53,362070.99
2025-11-26,DELTA_TRADES,CL996600,ICICIBANK,SELL,216,2088.69,451157.04
2025-11-23,ALPHA_SEC,CL405362,RELIANCE,SELL,281,919.58,258401.98
2025-11-24,OMEGA_BROKING,CL329271,KOTAKBANK,BUY,228,1658.75,378195.0
2025-11-24,OMEGA_BROKING,CL798570,SBIN,SELL,139,1086.82,151067.98
2025-11-24,BETA_INVEST,CL588798,INFY,SELL,128,1190.3,152358.4
2025-11-26,OMEGA_BROKING,CL275060,AXISBANK,BUY,33,619.57,20445.81
2025-11-26,DELTA_TRADES,CL137857,ICICIBANK,SELL,96,550.11,52810.56
2025-11-24,ALPHA_SEC,CL653719,INFY,SELL,196,2147.78,420964.88
2025-11-22,BETA_INVEST,CL444121,INFY,SELL,222,1710.32,379691.04
2025-11-25,OMEGA_BROKING,CL214999,INFY,SELL,218,1767.18,385245.24
2025-11-22,OMEGA_BROKING,CL537480,ITC,SELL,53,459.62,24359.86
2025-11-22,ALPHA_SEC,CL659647,INFY,BUY,85,1012.87,86093.95
2025-11-24,ALPHA_SEC,CL690597,LT,SELL,149,1655.59,246682.91
2025-11-26,OMEGA_BROKING,CL445943,TATAMOTORS,BUY,236,1451.79,342622.44
2025-11-21,OMEGA_BROKING,CL701726,RELIANCE,SELL,183,1775.33,324885.39
2025-11-24,OMEGA_BROKING,CL114433,HDFC,BUY,234,1072.11,250873.74
2025-11-25,OMEGA_BROKING,CL246180,ICICIBANK,SELL,156,1856.18,289564.08
2025-11-26,DELTA_TRADES,CL240411,LT,SELL,115,549.66,63210.9
2025-11-22,ALPHA_SEC,CL267558,SBIN,SELL,169,1524.8,257691.2
2025-11-22,BETA_INVEST,CL771222,RELIANCE,BUY,229,464.24,106310.96
2025-11-26,BETA_INVEST,CL753754,AXISBANK,BUY,226,2334.5,527597.0
2025-11-21,ALPHA_SEC,CL549877,RELIANCE,BUY,54,1586.66,85679.64
2025-11-21,DELTA_TRADES,CL968153,AXISBANK,BUY,93,2325.7,216290.1
2025-11-25,DELTA_TRADES,CL877510,HDFC,BUY,181,954.95,172845.95
2025-11-23,OMEGA_BROKING,CL278026,AXISBANK,BUY,85,376.86,32033.1
2025-11-24,DELTA_TRADES,CL804997,ICICIBANK,SELL,5,531.52,2657.6
2025-11-21,ALPHA_SEC,CL971897,INFY,BUY,109,387.6,42248.4
2025-11-25,DELTA_TRADES,CL361785,HDFC,BUY,94,1427.2,134156.8
2025-11-23,BETA_INVEST,CL515848,INFY,BUY,112,1275.17,142819.04
2025-11-21,OMEGA_BROKING,CL525904,TATAMOTORS,SELL,12,1023.41,12280.92
2025-11-21,BETA_INVEST,CL779538,LT,BUY,251,1636.48,410756.48
2025-11-26,OMEGA_BROKING,CL941508,HDFC,SELL,128,1314.56,168263.68
2025-11-22,OMEGA_BROKING,CL553599,ICICIBANK,BUY,259,1232.48,319212.32
2025-11-21,BETA_INVEST,CL520739,LT,SELL,223,917.66,204638.18
2025-11-23,BETA_INVEST,CL665721,TATAMOTORS,SELL,143,1042.86,149128.98
2025-11-20,DELTA_TRADES,CL759853,AXISBANK,BUY,244,383.12,93481.28
2025-11-22,ALPHA_SEC,CL057279,INFY,SELL,52,1458.5,75842.0
2025-11-24,DELTA_TRADES,CL296363,INFY,BUY,33,1160.02,38280.66
2025-11-26,ALPHA_SEC,CL202743,KOTAKBANK,BUY,226,554.7,125362.2
2025-11-22,BETA_INVEST,CL694157,KOTAKBANK,SELL,249,398.25,99164.25
2025-11-25,BETA_INVEST,CL477119,RELIANCE,BUY,208,1324.86,275570.88
2025-11-24,DELTA_TRADES,CL788415,INFY,BUY,145,2158.99,313053.55
2025-11-26,ALPHA_SEC,CL398624,ITC,SELL,134,139.64,18711.76
2025-11-23,BETA_INVEST,CL088243,ITC,BUY,204,2317.93,472857.72
2025-11-21,OMEGA_BROKING,CL081934,ITC,BUY,5,1183.87,5919.35
2025-11-23,BETA_INVEST,CL061134,ICICIBANK,SELL,271,1830.51,496068.21
2025-11-26,BETA_INVEST,CL287154,ITC,BUY,137,1792.82,245616.34
2025-11-24,BETA_INVEST,CL852803,INFY,BUY,182,600.72,109331.04
2025-11-24,DELTA_TRADES,CL577973,AXISBANK,SELL,266,1619.25,430720.5
2025-11-24,OMEGA_BROKING,CL790840,ICICIBANK,BUY,63,1387.02,87382.26
2025-11-22,OMEGA_BROKING,CL410784,ITC,BUY,180,705.27,126948.6
2025-11-23,BETA_INVEST,CL124813,ITC,SELL,112,2299.27,257518.24
2025-11-20,BETA_INVEST,CL040114,SBIN,BUY,75,1362.63,102197.25
2025-11-26,ALPHA_SEC,CL162993,HDFC,SELL,57,492.23,28057.11
2025-11-24,DELTA_TRADES,CL164674,ICICIBANK,SELL,174,1871.76,325686.24
2025-11-25,ALPHA_SEC,CL419906,ICICIBANK,SELL,159,1303.41,207242.19
2025-11-20,BETA_INVEST,CL241018,SBIN,BUY,129,1708.84,220440.36
2025-11-20,BETA_INVEST,CL724425,TATAMOTORS,SELL,164,2175.13,356721.32
2025-11-21,BETA_INVEST,CL034030,AXISBANK,BUY,216,2119.18,457742.88
2025-11-20,ALPHA_SEC,CL622030,AXISBANK,BUY,112,468.07,52423.84
2025-11-23,BETA_INVEST,CL525228,RELIANCE,BUY,130,1343.11,174604.3
2025-11-23,ALPHA_SEC,CL624243,ITC,SELL,76,2183.0,165908.0
2025-11-23,DELTA_TRADES,CL883311,TATAMOTORS,SELL,213,286.9,61109.7
2025-11-26,BETA_INVEST,CL797107,INFY,BUY,161,640.45,103112.45
2025-11-25,DELTA_TRADES,CL534572,LT,SELL,63,1723.97,108610.11
2025-11-23,DELTA_TRADES,CL685054,TATAMOTORS,SELL,114,1878.62,214162.68
2025-11-22,ALPHA_SEC,CL552473,SBIN,SELL,155,1210.92,187692.6
2025-11-20,OMEGA_BROKING,CL864152,RELIANCE,BUY,82,1504.69,123384.58
2025-11-21,BETA_INVEST,CL139827,AXISBANK,SELL,206,163.71,33724.26
2025-11-22,ALPHA_SEC,CL162771,INFY,BUY,108,1139.33,123047.64
2025-11-20,BETA_INVEST,CL149343,LT,BUY,292,2396.42,699754.64
2025-11-23,BETA_INVEST,CL307484,KOTAKBANK,BUY,69,238.42,16450.98
2025-11-24,BETA_INVEST,CL449608,LT,SELL,102,1148.05,117101.1
2025-11-26,ALPHA_SEC,CL903513,RELIANCE,BUY,46,2117.15,97388.9
2025-11-26,BETA_INVEST,CL882339,HDFC,SELL,23,1714.59,39435.57
2025-11-24,DELTA_TRADES,CL090569,TATAMOTORS,BUY,273,2277.27,621694.71
2025-11-22,DELTA_TRADES,CL338567,AXISBANK,BUY,266,686.14,182513.24
2025-11-24,DELTA_TRADES,CL822160,RELIANCE,SELL,79,2458.47,194219.13
2025-11-26,DELTA_TRADES,CL698002,TATAMOTORS,BUY,275,460.08,126522.0
2025-11-22,DELTA_TRADES,CL753094,SBIN,BUY,265,2267.45,600874.25
2025-11-25,ALPHA_SEC,CL403004,ICICIBANK,BUY,156,1779.78,277645.68
2025-11-26,DELTA_TRADES,CL790150,AXISBANK,BUY,38,1090.45,41437.1
2025-11-22,ALPHA_SEC,CL135096,ITC,SELL,52,1301.17,67660.84
2025-11-26,DELTA_TRADES,CL860258,HDFC,SELL,12,857.37,10288.44
2025-11-20,DELTA_TRADES,CL912821,LT,SELL,208,941.65,195863.2
2025-11-24,DELTA_TRADES,CL622555,ICICIBANK,BUY,109,1036.94,113026.46
2025-11-25,BETA_INVEST,CL493486,KOTAKBANK,BUY,242,1454.3,351940.6
2025-11-24,DELTA_TRADES,CL942535,INFY,SELL,270,1314.3,354861.0
2025-11-21,BETA_INVEST,CL741409,INFY,SELL,118,1222.62,144269.16
2025-11-20,BETA_INVEST,CL602163,TATAMOTORS,BUY,148,891.76,131980.48
2025-11-21,ALPHA_SEC,CL608622,SBIN,SELL,209,2425.83,506998.47
2025-11-22,ALPHA_SEC,CL880505,HDFC,SELL,100,1967.55,196755.0
2025-11-26,ALPHA_SEC,CL719013,HDFC,SELL,124,1636.02,202866.48
2025-11-26,DELTA_TRADES,CL451210,KOTAKBANK,SELL,94,1084.27,101921.38
2025-11-22,DELTA_TRADES,CL697013,ICICIBANK,SELL,260,1580.15,410839.0
2025-11-23,ALPHA_SEC,CL829343,RELIANCE,BUY,41,654.0,26814.0
2025-11-22,OMEGA_BROKING,CL963174,HDFC,SELL,22,1596.09,35113.98
2025-11-25,BETA_INVEST,CL377993,INFY,SELL,226,1281.79,289684.54
2025-11-21,OMEGA_BROKING,CL936039,ICICIBANK,SELL,194,786.18,152518.92
2025-11-26,DELTA_TRADES,CL993429,RELIANCE,SELL,249,1590.69,396081.81
2025-11-20,DELTA_TRADES,CL519079,LT,SELL,118,1481.46,174812.28
2025-11-21,OMEGA_BROKING,CL106725,SBIN,BUY,198,1137.22,225169.56
2025-11-20,BETA_INVEST,CL780096,KOTAKBANK,SELL,137,2147.59,294219.83
2025-11-22,BETA_INVEST,CL351500,LT,BUY,55,183.37,10085.35
2025-11-24,OMEGA_BROKING,CL689243,KOTAKBANK,BUY,10,2090.31,20903.1
2025-11-24,ALPHA_SEC,CL387710,ICICIBANK,SELL,263,2044.64,537740.32
2025-11-24,OMEGA_BROKING,CL255361,KOTAKBANK,SELL,55,1438.54,79119.7
2025-11-25,DELTA_TRADES,CL808404,RELIANCE,BUY,35,2191.96,76718.6
2025-11-24,OMEGA_BROKING,CL465290,ICICIBANK,BUY,55,1283.08,70569.4
2025-11-23,ALPHA_SEC,CL604496,ITC,BUY,41,1671.48,68530.68
2025-11-22,BETA_INVEST,CL134129,HDFC,BUY,27,2025.98,54701.46
2025-11-26,ALPHA_SEC,CL744040,INFY,BUY,161,591.57,95242.77
2025-11-22,DELTA_TRADES,CL683242,RELIANCE,BUY,131,1010.89,132426.59
2025-11-20,DELTA_TRADES,CL213334,HDFC,SELL,23,770.55,17722.65
2025-11-25,ALPHA_SEC,CL004525,ICICIBANK,SELL,140,608.45,85183.0
2025-11-23,BETA_INVEST,CL287948,RELIANCE,BUY,172,1256.68,216148.96
2025-11-22,DELTA_TRADES,CL020155,SBIN,SELL,127,1992.13,253000.51
2025-11-26,DELTA_TRADES,CL138378,ITC,SELL,32,199.17,6373.44
2025-11-23,OMEGA_BROKING,CL927444,LT,SELL,80,1493.06,119444.8
2025-11-24,OMEGA_BROKING,CL399719,KOTAKBANK,BUY,240,2099.42,503860.8
2025-11-25,BETA_INVEST,CL006031,HDFC,SELL,182,1073.76,195424.32
2025-11-24,ALPHA_SEC,CL243791,HDFC,SELL,265,2459.7,651820.5
2025-11-25,BETA_INVEST,CL526326,HDFC,SELL,101,1019.64,102983.64
2025-11-21,ALPHA_SEC,CL488567,ICICIBANK,BUY,145,1819.04,263760.8
2025-11-22,ALPHA_SEC,CL904350,LT,SELL,161,1153.13,185653.93
2025-11-23,BETA_INVEST,CL777698,TATAMOTORS,BUY,18,978.85,17619.3
2025-11-26,BETA_INVEST,CL902934,SBIN,BUY,111,2302.28,255553.08
2025-11-25,BETA_INVEST,CL801931,HDFC,BUY,226,338.51,76503.26
2025-11-26,ALPHA_SEC,CL129448,HDFC,BUY,251,280.42,70385.42
2025-11-25,BETA_INVEST,CL655120,ITC,SELL,106,1650.22,174923.32
2025-11-25,ALPHA_SEC,CL932453,RELIANCE,BUY,56,1650.68,92438.08
2025-11-26,OMEGA_BROKING,CL674056,KOTAKBANK,SELL,138,808.38,111556.44
2025-11-23,ALPHA_SEC,CL938949,INFY,BUY,148,1086.66,160825.68
2025-11-24,ALPHA_SEC,CL938180,ITC,SELL,48,588.16,28231.68
2025-11-21,ALPHA_SEC,CL959588,LT,BUY,42,460.71,19349.82
2025-11-24,OMEGA_BROKING,CL994031,SBIN,BUY,163,1712.28,279101.64
2025-11-23,DELTA_TRADES,CL141448,TATAMOTORS,SELL,84,776.59,65233.56
2025-11-23,BETA_INVEST,CL768985,RELIANCE,BUY,138,1085.16,149752.08
2025-11-26,ALPHA_SEC,CL355135,LT,SELL,133,1173.29,156047.57
2025-11-21,ALPHA_SEC,CL030296,HDFC,BUY,283,1391.06,393669.98
2025-11-24,ALPHA_SEC,CL231234,KOTAKBANK,BUY,69,1047.72,72292.68
2025-11-24,ALPHA_SEC,CL358967,INFY,SELL,263,1352.38,355675.94
2025-11-23,ALPHA_SEC,CL869216,INFY,SELL,227,1292.63,293427.01
2025-11-24,OMEGA_BROKING,CL700165,HDFC,SELL,153,906.14,138639.42
2025-11-26,OMEGA_BROKING,CL444711,ITC,BUY,278,1175.32,326738.96
2025-11-23,ALPHA_SEC,CL451315,HDFC,BUY,136,2221.06,302064.16
2025-11-24,BETA_INVEST,CL697713,KOTAKBANK,BUY,210,1662.26,349074.6
2025-11-23,DELTA_TRADES,CL281813,SBIN,BUY,95,569.76,54127.2
2025-11-23,ALPHA_SEC,CL227084,LT,SELL,114,932.56,106311.84
2025-11-26,BETA_INVEST,CL665568,HDFC,BUY,132,1238.39,163467.48
2025-11-25,BETA_INVEST,CL151467,LT,BUY,262,1421.32,372385.84
2025-11-22,ALPHA_SEC,CL280900,ICICIBANK,BUY,186,2436.79,453242.94
2025-11-21,ALPHA_SEC,CL823440,ITC,BUY,265,1882.37,498828.05
2025-11-25,OMEGA_BROKING,CL739669,HDFC,SELL,238,1204.37,286640.06
2025-11-22,ALPHA_SEC,CL453292,SBIN,BUY,57,326.57,18614.49
2025-11-20,ALPHA_SEC,CL978751,AXISBANK,SELL,235,2459.16,577902.6
2025-11-20,OMEGA_BROKING,CL533108,INFY,BUY,248,1194.01,296114.48
2025-11-20,DELTA_TRADES,CL853146,RELIANCE,BUY,251,535.9,134510.9
2025-11-20,ALPHA_SEC,CL914198,ITC,SELL,92,1085.4,99856.8
2025-11-25,OMEGA_BROKING,CL840211,INFY,BUY,221,2309.67,510437.07
2025-11-24,BETA_INVEST,CL243126,ICICIBANK,BUY,257,1079.07,277320.99
2025-11-25,OMEGA_BROKING,CL038678,SBIN,SELL,66,435.3,28729.8
2025-11-21,ALPHA_SEC,CL811921,SBIN,SELL,147,250.69,36851.43
2025-11-20,BETA_INVEST,CL693279,LT,BUY,146,1846.91,269648.86
2025-11-26,ALPHA_SEC,CL822255,KOTAKBANK,SELL,228,1298.91,296151.48
2025-11-25,ALPHA_SEC,CL158520,KOTAKBANK,BUY,188,689.72,129667.36
2025-11-22,OMEGA_BROKING,CL120739,KOTAKBANK,BUY,12,1897.29,22767.48
2025-11-20,ALPHA_SEC,CL772639,ICICIBANK,BUY,29,1011.61,29336.69
2025-11-25,DELTA_TRADES,CL005401,ITC,BUY,41,655.8,26887.8
2025-11-24,OMEGA_BROKING,CL475363,TATAMOTORS,SELL,76,899.83,68387.08
2025-11-20,BETA_INVEST,CL343968,TATAMOTORS,BUY,265,1053.46,279166.9
2025-11-24,BETA_INVEST,CL941779,ICICIBANK,BUY,197,2332.74,459549.78
2025-11-22,ALPHA_SEC,CL458753,RELIANCE,BUY,93,765.6,71200.8
2025-11-24,BETA_INVEST,CL333882,SBIN,BUY,261,564.91,147441.51
2025-11-24,BETA_INVEST,CL940447,SBIN,SELL,208,1836.9,382075.2
2025-11-20,DELTA_TRADES,CL965466,ICICIBANK,SELL,126,802.49,101113.74
2025-11-22,BETA_INVEST,CL950462,ICICIBANK,BUY,119,220.55,26245.45
